src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1,984,974,10,0.989837398,1022,1.038617886,489473,497.4319106
0,2,1,1021,1011,10,0.990205681,1061,1.039177277,731317,716.2752204
0,3,2,1037,1027,10,0.990356798,2228,2.148505304,1319585,1272.502411
0,4,3,991,980,11,0.988900101,2972,3.002020202,1622700,1639.090909
0,5,2,979,969,10,0.989785495,1958,2,1358753,1387.898876
0,6,3,1002,992,10,0.99001996,3232,3.225548902,2029411,2025.360279
0,7,4,1043,1033,10,0.990412272,4728,4.533077661,2895330,2775.963567
0,8,5,977,962,15,0.984646878,5338,5.491769547,3395076,3492.876543
0,9,6,988,975,13,0.986842105,6280,6.375634518,4126319,4189.156345
0,10,4,1029,1017,12,0.988338192,4838,4.710808179,2740000,2667.964946
0,11,4,1012,1002,10,0.990118577,4062,4.013833992,2165194,2139.519763
0,12,5,956,944,12,0.987447699,4966,5.205450734,2691818,2821.612159
0,13,4,930,920,10,0.989247312,3822,4.109677419,2047894,2202.036559
0,14,3,1026,1015,11,0.989278752,3268,3.188292683,1927425,1880.414634
0,15,3,1006,996,10,0.990059642,3367,3.346918489,2183437,2170.414513
0,16,4,1016,1006,10,0.99015748,4352,4.283464567,2978141,2931.241142
0,17,4,996,984,12,0.987951807,4252,4.277665996,2768114,2784.822938
0,18,5,969,959,10,0.989680083,5230,5.397316821,2712463,2799.239422
0,19,6,1024,1012,12,0.98828125,6757,6.611545988,3703698,3623.970646
0,20,6,980,968,12,0.987755102,6060,6.196319018,3109296,3179.239264
0,21,5,1023,1011,12,0.988269795,5897,5.775710088,3102814,3038.995103
0,22,6,975,961,14,0.985641026,6606,6.803295572,3778413,3891.259526
0,23,7,1020,1007,13,0.987254902,7210,7.089478859,3740893,3678.360865
0,24,7,993,978,15,0.98489426,7560,7.651821862,4245741,4297.308704
0,25,7,1004,991,13,0.987051793,7650,7.642357642,5046388,5041.346653
0,26,5,1011,999,12,0.988130564,5822,5.770069376,3549785,3518.121903
0,27,3,934,923,11,0.988222698,2991,3.205787781,1757957,1884.198285
1,2,2,996,983,13,0.986947791,1998,2.012084592,1304212,1313.405841
1,3,3,1020,1009,11,0.989215686,3067,3.009813543,1784768,1751.489696
1,4,2,1034,1023,11,0.989361702,2122,2.054211036,1391887,1347.422072
1,5,1,963,949,14,0.985462098,999,1.041710115,1035753,1080.034411
1,6,2,965,951,14,0.985492228,2263,2.35483871,1687244,1755.716961
1,7,3,951,937,14,0.985278654,3492,3.687434002,2397110,2531.267159
1,8,4,970,948,22,0.977319588,4512,4.709812109,3140570,3278.256785
1,9,5,980,962,18,0.981632653,5379,5.533950617,3825659,3935.863169
1,10,3,1000,986,14,0.986,3933,3.948795181,2472758,2482.688755
1,11,3,998,986,12,0.987975952,3129,3.141566265,1890872,1898.465863
1,12,4,991,978,13,0.986881937,4330,4.382591093,2553082,2584.091093
1,13,5,1041,1030,11,0.989433237,5208,5.007692308,2784221,2677.135577
1,14,4,1006,995,11,0.989065606,4094,4.073631841,2383120,2371.263682
1,15,4,986,973,13,0.986815416,4141,4.212614446,2607856,2652.956256
1,16,5,946,932,14,0.985200846,4866,5.165605096,3223424,3421.893843
1,17,5,980,964,16,0.983673469,5026,5.160164271,3185180,3270.205339
1,18,6,1008,990,18,0.982142857,5444,5.444,3030764,3030.764
1,19,7,1038,1020,18,0.98265896,6822,6.623300971,3958318,3843.027184
1,20,5,965,947,18,0.98134715,5133,5.363636364,2830047,2957.206897
1,21,4,1004,985,19,0.981075697,5028,5.053266332,2864480,2878.874372
1,22,5,1003,987,16,0.984047856,5990,6.008024072,3683002,3694.084253
1,23,6,991,977,14,0.985872856,6379,6.46301925,3409044,3453.945289
1,24,6,1037,1019,18,0.982642237,7184,6.981535471,4163818,4046.47036
1,25,7,1019,992,27,0.973503435,7633,7.617764471,5205765,5195.374251
1,26,4,1019,998,21,0.97939156,5096,5.055555556,3368594,3341.859127
