src,dst,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1033.0,1033.0,0.0,1.0,1059.0,1.0251694094869312,498683.0,482.75217812197485
0,2,959.0,959.0,0.0,1.0,1003.0,1.045881126173097,692048.0,721.6350364963504
0,3,969.0,969.0,0.0,1.0,2006.0,2.0701754385964914,1198007.0,1236.3333333333333
0,4,1008.0,1008.0,0.0,1.0,3026.0,3.001984126984127,1595308.0,1582.6468253968253
0,5,960.0,959.0,1.0,0.9989583333333333,1928.0,2.010427528675704,1259543.0,1313.3920750782065
0,6,1003.0,1002.0,1.0,0.9990029910269193,3270.0,3.2634730538922154,1974048.0,1970.1077844311378
0,7,991.0,990.0,1.0,0.9989909182643795,4410.0,4.454545454545454,2636102.0,2662.729292929293
0,8,984.0,982.0,2.0,0.9979674796747967,5475.0,5.575356415478615,3402400.0,3464.765784114053
0,9,1020.0,1018.0,2.0,0.9980392156862745,6546.0,6.4302554027504915,4160827.0,4087.2563850687625
0,10,1055.0,1053.0,2.0,0.9981042654028436,5032.0,4.778727445394112,2774371.0,2634.730294396961
0,11,1005.0,1005.0,0.0,1.0,4031.0,4.010945273631841,2096208.0,2085.779104477612
0,12,1022.0,1020.0,2.0,0.9980430528375733,5299.0,5.1950980392156865,2802442.0,2747.492156862745
0,13,979.0,979.0,0.0,1.0,4037.0,4.123595505617978,2140709.0,2186.6281920326865
0,14,999.0,998.0,1.0,0.998998998998999,3165.0,3.1713426853707416,1879757.0,1883.5240480961925
0,15,942.0,938.0,4.0,0.9957537154989384,2952.0,3.1471215351812365,1911227.0,2037.555437100213
0,16,974.0,972.0,2.0,0.997946611909651,4106.0,4.224279835390947,2824467.0,2905.83024691358
0,17,996.0,993.0,3.0,0.9969879518072289,4212.0,4.241691842900302,2748762.0,2768.138972809668
0,18,997.0,995.0,2.0,0.9979939819458375,5343.0,5.369849246231156,2705696.0,2719.2924623115578
0,19,1046.0,1045.0,1.0,0.9990439770554493,6786.0,6.49377990430622,3655966.0,3498.532057416268
0,20,1012.0,1009.0,3.0,0.9970355731225297,6231.0,6.175421209117938,3134676.0,3106.7155599603566
0,21,979.0,973.0,6.0,0.9938712972420838,5660.0,5.817060637204522,2910788.0,2991.5601233299076
0,22,1007.0,1005.0,2.0,0.9980139026812314,6870.0,6.835820895522388,3864694.0,3845.4666666666667
0,23,1000.0,997.0,3.0,0.997,7104.0,7.125376128385155,3674903.0,3685.960882647944
0,24,964.0,960.0,4.0,0.995850622406639,7315.0,7.619791666666667,4127368.0,4299.341666666666
0,25,1077.0,1074.0,3.0,0.9972144846796658,8226.0,7.659217877094972,5354116.0,4985.2104283054005
0,26,1009.0,1005.0,4.0,0.9960356788899901,5914.0,5.884577114427861,3548349.0,3530.6955223880595
0,27,939.0,934.0,5.0,0.9946751863684771,2946.0,3.154175588865096,1748326.0,1871.8693790149894
1,2,1065.0,1059.0,6.0,0.9943661971830986,2118.0,2.0,1319613.0,1246.0934844192634
1,3,971.0,968.0,3.0,0.9969104016477858,2908.0,3.0041322314049586,1658101.0,1712.9142561983472
1,4,971.0,967.0,4.0,0.995880535530381,2108.0,2.1799379524301963,1339988.0,1385.7166494312305
1,5,1031.0,1027.0,4.0,0.9961202715809894,1221.0,1.1888997078870496,1156436.0,1126.033106134372
1,6,953.0,949.0,4.0,0.9958027282266527,2355.0,2.481559536354057,1702774.0,1794.2824025289779
1,7,950.0,944.0,6.0,0.9936842105263158,3592.0,3.805084745762712,2436227.0,2580.748940677966
1,8,973.0,961.0,12.0,0.987667009249743,4653.0,4.841831425598335,3182593.0,3311.751300728408
