src,dst,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,999.0,997.0,2.0,0.997997997997998,1025.0,1.0280842527582748,486304.0,487.76730190571715
0,2,928.0,928.0,0.0,1.0,936.0,1.0086206896551724,645836.0,695.9439655172414
0,3,988.0,988.0,0.0,1.0,2078.0,2.103238866396761,1232095.0,1247.0597165991903
0,4,1026.0,1026.0,0.0,1.0,3078.0,3.0,1631563.0,1590.2173489278753
0,5,987.0,987.0,0.0,1.0,1980.0,2.0060790273556233,1308578.0,1325.8135764944275
0,6,1016.0,1016.0,0.0,1.0,3238.0,3.187007874015748,1980125.0,1948.9419291338584
0,7,1009.0,1003.0,6.0,0.9940535183349851,4451.0,4.437686939182453,2686713.0,2678.6769690927217
0,8,985.0,981.0,4.0,0.9959390862944163,5382.0,5.486238532110092,3391860.0,3457.553516819572
0,9,1000.0,995.0,5.0,0.995,6233.0,6.264321608040201,4005300.0,4025.427135678392
0,10,1023.0,1021.0,2.0,0.9980449657869013,4686.0,4.589618021547502,2602744.0,2549.2105778648383
0,11,1034.0,1032.0,2.0,0.9980657640232108,4133.0,4.00484496124031,2157697.0,2090.7916666666665
0,12,984.0,983.0,1.0,0.9989837398373984,5046.0,5.133265513733469,2677842.0,2724.152594099695
0,13,996.0,996.0,0.0,1.0,4090.0,4.106425702811245,2149661.0,2158.2941767068273
0,14,996.0,995.0,1.0,0.998995983935743,3175.0,3.190954773869347,1869755.0,1879.1507537688442
0,15,1016.0,1015.0,1.0,0.9990157480314961,3227.0,3.179310344827586,2081480.0,2050.71921182266
0,16,987.0,983.0,4.0,0.9959473150962512,4257.0,4.330620549338759,2900486.0,2950.646998982706
0,17,997.0,995.0,2.0,0.9979939819458375,4204.0,4.225125628140703,2721301.0,2734.975879396985
0,18,975.0,973.0,2.0,0.997948717948718,5262.0,5.408016443987667,2669736.0,2743.819116135663
0,19,999.0,998.0,1.0,0.998998998998999,6508.0,6.521042084168337,3493620.0,3500.62124248497
0,20,1000.0,998.0,2.0,0.998,6156.0,6.168336673346693,3106037.0,3112.2615230460924
0,21,1017.0,1016.0,1.0,0.9990167158308751,5724.0,5.633858267716535,2978690.0,2931.781496062992
0,22,978.0,975.0,3.0,0.9969325153374233,6552.0,6.72,3691135.0,3785.779487179487
0,23,1006.0,1001.0,5.0,0.9950298210735586,7072.0,7.064935064935065,3591033.0,3587.4455544455545
0,24,1016.0,1009.0,7.0,0.9931102362204725,7657.0,7.5887016848364715,4241836.0,4204.0
0,25,1003.0,1002.0,1.0,0.9990029910269193,7671.0,7.655688622754491,5014235.0,5004.226546906188
0,26,1040.0,1039.0,1.0,0.9990384615384615,6082.0,5.853705486044273,3691876.0,3553.2974013474495
0,27,1023.0,1023.0,0.0,1.0,3247.0,3.1739980449657867,1909948.0,1867.0068426197458
1,2,1025.0,1025.0,0.0,1.0,2050.0,2.0,1347785.0,1314.9121951219513
1,3,948.0,945.0,3.0,0.9968354430379747,2847.0,3.0126984126984127,1649229.0,1745.215873015873
1,4,1020.0,1015.0,5.0,0.9950980392156863,2266.0,2.232512315270936,1426103.0,1405.0275862068966
1,5,999.0,998.0,1.0,0.998998998998999,1194.0,1.1963927855711423,1126118.0,1128.374749498998
1,6,973.0,968.0,5.0,0.9948612538540597,2364.0,2.4421487603305785,1720536.0,1777.4132231404958
1,7,993.0,992.0,1.0,0.998992950654582,3686.0,3.715725806451613,2508076.0,2528.3024193548385
1,8,972.0,964.0,8.0,0.9917695473251029,4691.0,4.8661825726141075,3234809.0,3355.610995850622
1,9,981.0,979.0,2.0,0.9979612640163099,5523.0,5.6414708886619,3815560.0,3897.4055158324823
1,10,1024.0,1018.0,6.0,0.994140625,4177.0,4.1031434184675835,2556791.0,2511.582514734774
1,11,999.0,996.0,3.0,0.996996996996997,3300.0,3.3132530120481927,1932973.0,1940.7359437751004
1,12,978.0,972.0,6.0,0.9938650306748467,4423.0,4.550411522633745,2530666.0,2603.5658436213994
1,13,1006.0,1000.0,6.0,0.9940357852882704,5021.0,5.021,2649761.0,2649.761
1,14,954.0,951.0,3.0,0.9968553459119497,3952.0,4.155625657202944,2288595.0,2406.514195583596
1,15,1000.0,992.0,8.0,0.992,4114.0,4.147177419354839,2565392.0,2586.0806451612902
1,16,993.0,991.0,2.0,0.9979859013091642,5207.0,5.254288597376387,3425845.0,3456.957618567104
1,17,1000.0,995.0,5.0,0.995,5126.0,5.151758793969849,3219734.0,3235.913567839196
1,18,963.0,954.0,9.0,0.9906542056074766,5391.0,5.650943396226415,2886520.0,3025.7023060796646
1,19,1027.0,1022.0,5.0,0.9951314508276533,6890.0,6.741682974559687,3888858.0,3805.1448140900197
1,20,1071.0,1065.0,6.0,0.9943977591036415,5866.0,5.507981220657277,3146032.0,2954.0206572769953
1,21,1005.0,997.0,8.0,0.9920398009950249,5073.0,5.088264794383149,2842318.0,2850.8706118355067
1,22,1020.0,1011.0,9.0,0.9911764705882353,6210.0,6.142433234421365,3723605.0,3683.0909990108803
1,23,981.0,973.0,8.0,0.9918450560652395,6456.0,6.635149023638232,3376492.0,3470.1870503597124
1,24,993.0,986.0,7.0,0.9929506545820745,6985.0,7.084178498985802,4006768.0,4063.659229208925
1,25,968.0,963.0,5.0,0.9948347107438017,7464.0,7.750778816199377,4998229.0,5190.268951194184
1,26,987.0,975.0,12.0,0.9878419452887538,5079.0,5.2092307692307696,3331711.0,3417.1394871794873
1,27,1044.0,1038.0,6.0,0.9942528735632183,4208.0,4.053949903660886,2424741.0,2335.973988439306
2,3,987.0,985.0,2.0,0.9979736575481256,1081.0,1.0974619289340102,540794.0,549.0294416243655
2,4,993.0,993.0,0.0,1.0,1998.0,2.012084592145015,828463.0,834.3031218529708
2,5,986.0,986.0,0.0,1.0,1004.0,1.0182555780933062,540180.0,547.8498985801217
2,6,1014.0,1009.0,5.0,0.995069033530572,2374.0,2.352824578790882,1254059.0,1242.8731417244796
2,7,984.0,976.0,8.0,0.991869918699187,3541.0,3.6280737704918034,1955361.0,2003.4436475409836
2,8,970.0,963.0,7.0,0.9927835051546392,4514.0,4.6874350986500515,2660264.0,2762.4755970924193
2,9,1025.0,1015.0,10.0,0.9902439024390244,5690.0,5.605911330049261,3476475.0,3425.0985221674878
2,10,994.0,987.0,7.0,0.9929577464788732,3972.0,4.024316109422492,1989231.0,2015.4316109422493
2,11,974.0,970.0,4.0,0.9958932238193019,2936.0,3.02680412371134,1304641.0,1344.9907216494846
2,12,978.0,970.0,8.0,0.9918200408997955,4187.0,4.3164948453608245,1977542.0,2038.703092783505
2,13,970.0,967.0,3.0,0.9969072164948454,3005.0,3.1075491209927613,1422148.0,1470.6804550155118
2,14,1069.0,1062.0,7.0,0.9934518241347053,2381.0,2.2419962335216574,1282005.0,1207.1610169491526
2,15,1034.0,1027.0,7.0,0.9932301740812379,2248.0,2.1888997078870496,1393571.0,1356.9337877312562
2,16,1025.0,1020.0,5.0,0.9951219512195122,3400.0,3.3333333333333335,2301319.0,2256.1950980392157
2,17,988.0,986.0,2.0,0.9979757085020243,3229.0,3.2748478701825556,2035693.0,2064.5973630831645
2,18,996.0,988.0,8.0,0.9919678714859438,4400.0,4.4534412955465585,2016926.0,2041.423076923077
