src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1,1033,1033,0,1,5165,5,477246,462
0,2,1,959,959,0,1,6713,7,661710,690
0,3,2,969,969,0,1,12597,13,1166676,1204
0,4,3,1008,1008,0,1,16355,16.22519841,1525428,1513.321429
0,5,2,960,959,1,0.998958333,12467,13,1179570,1230
0,6,3,1003,1002,1,0.999002991,19715,19.6756487,1851071,1847.376248
0,7,4,991,991,0,1,29251,29.51664985,2720793,2745.502523
0,8,5,984,984,0,1,35819,36.40142276,3316278,3370.20122
0,9,6,1020,1019,1,0.999019608,42447,41.65554465,3912115,3839.170756
0,10,4,1055,1053,2,0.998104265,26931,25.57549858,2529448,2402.134853
0,11,4,1005,1005,0,1,21533,21.42587065,2019111,2009.065672
0,12,5,1022,1021,1,0.999021526,28051,27.47404505,2614023,2560.257591
0,13,4,979,979,0,1,21782,22.24923391,2002589,2045.545455
0,14,3,999,999,0,1,19000,19.01901902,1797910,1799.70971
0,15,3,942,942,0,1,19782,21,1837842,1951
0,16,4,974,973,1,0.998973306,29190,30,2709805,2785
0,17,4,996,996,0,1,26892,27,2583624,2594
0,18,5,997,997,0,1,27447,27.52958877,2495369,2502.877633
0,19,6,1046,1045,1,0.999043977,37172,35.57129187,3375238,3229.892823
0,20,6,1012,1011,1,0.999011858,32291,31.9396637,2979464,2947.046489
0,21,5,979,978,1,0.99897855,29500,30.16359918,2721828,2783.055215
0,22,6,1007,1007,0,1,37290,37.03078451,3462727,3438.656405
0,23,7,1000,998,2,0.998,36103,36.1753507,3360485,3367.219439
0,24,7,964,963,1,0.998962656,39475,40.99169263,3670681,3811.714434
0,25,7,1077,1077,0,1,54204,50.32869081,5051971,4690.780873
0,26,5,1009,1009,0,1,34420,34.11298315,3256129,3227.085233
0,27,3,939,937,2,0.997870075,17812,19.00960512,1691067,1804.767343
1,2,2,1065,1063,2,0.998122066,12756,12,1224576,1152
1,3,3,971,971,0,1,17478,18,1617739,1666.054583
1,4,2,971,971,0,1,13625,14.03192585,1290370,1328.908342
1,5,1,1031,1030,1,0.999030068,11330,11,1099010,1067
1,6,2,953,952,1,0.998950682,17057,17.91701681,1624469,1706.375
1,7,3,950,948,2,0.997894737,27090,28.57594937,2541607,2681.020042
1,8,4,973,968,5,0.994861254,34311,35.44524793,3198766,3304.510331
1,9,5,1012,1008,4,0.996047431,40831,40.50694444,3785204,3755.162698
1,10,3,1031,1029,2,0.998060136,25494,24.7755102,2415793,2347.709427
1,11,3,999,996,3,0.996996997,19228,19.30522088,1821958,1829.2751
1,12,4,937,935,2,0.997865528,24195,25.87700535,2272903,2430.912299
1,13,5,996,995,1,0.998995984,26797,26.93165829,2464190,2476.572864
1,14,4,986,986,0,1,23664,24,2228466,2260.107505
1,15,4,993,993,0,1,25818,26,2396109,2413
1,16,5,987,987,0,1,34545,35,3204895,3247.107396
1,17,5,1012,1010,2,0.998023715,32320,32,3086560,3056
1,18,6,1065,1062,3,0.997183099,33172,31.2354049,3057242,2878.758945
1,19,7,939,935,4,0.995740149,36638,39.18502674,3366945,3601.010695
1,20,5,1007,1006,1,0.999006951,31462,31.27435388,2919323,2901.911531
1,21,4,1030,1027,3,0.997087379,30240,29.44498539,2808501,2734.665044
1,22,5,1038,1036,2,0.998073218,37923,36.60521236,3539740,3416.737452
1,23,6,995,992,3,0.996984925,34851,35.13205645,3260064,3286.354839
1,24,6,976,966,10,0.989754098,38754,40.11801242,3619660,3747.060041
1,25,7,1020,1017,3,0.997058824,53590,52.69419862,5005049,4921.385447
1,26,4,972,967,5,0.994855967,33000,34.12616339,3137172,3244.231644
1,27,4,1017,1017,0,1,24109,23.70599803,2275211,2237.178958
2,3,1,974,974,0,1,5844,6,500636,514
2,4,2,1044,1044,0,1,9697,9.288314176,866664,830.137931
2,5,1,1017,1017,0,1,6102,6,549180,540
2,6,2,1018,1016,2,0.998035363,13887,13.66830709,1273459,1253.404528
2,7,3,997,992,5,0.994984955,25308,25.51209677,2318273,2336.96875
2,8,4,988,980,8,0.991902834,30867,31.49693878,2822578,2880.181633
2,9,5,977,973,4,0.995905834,35078,36.05138746,3198718,3287.479959
2,10,3,1029,1023,6,0.994169096,22043,21.54740958,2033572,1987.851417
2,11,3,1010,1009,1,0.999009901,14674,14.54311199,1343666,1331.680872
2,12,4,969,966,3,0.996904025,20913,21.64906832,1908582,1975.757764
2,13,3,999,999,0,1,15255,15.27027027,1356110,1357.467467
2,14,2,998,997,1,0.998997996,11973,12.00902708,1105407,1108.7332
2,15,2,1006,1006,0,1,14084,14,1268566,1261
2,16,3,1013,1013,0,1,23299,23,2122235,2095
2,17,3,1071,1070,1,0.999066293,21400,20,2037280,1904
2,18,4,1004,998,6,0.994023904,21879,21.92284569,1943383,1947.277555
2,19,5,953,947,6,0.993704092,28697,30.3030623,2561590,2704.952482
2,20,5,965,958,7,0.992746114,25249,26.3559499,2283048,2383.139875
2,21,4,1006,999,7,0.99304175,25566,25.59159159,2314737,2317.054054
2,22,5,985,975,10,0.989847716,31660,32.47179487,2897658,2971.956923
2,23,6,1043,1035,8,0.992329818,31700,30.62801932,2905834,2807.569082
2,24,6,973,963,10,0.989722508,34182,35.4953271,3132509,3252.865005
2,25,6,1037,1021,16,0.984570878,45042,44.11557297,4159336,4073.786484
2,26,4,1008,996,12,0.988095238,29679,29.79819277,2771640,2782.771084
2,27,2,1008,1007,1,0.999007937,12093,12.00893744,1122517,1114.714002
3,4,1,1020,1019,1,0.999019608,4086,4.009813543,401419,393.9342493
3,5,2,996,996,0,1,7017,7.045180723,653010,655.6325301
3,6,3,1012,1008,4,0.996047431,14187,14.07440476,1343159,1332.499008
3,7,4,981,965,16,0.983690112,26074,27.01968912,2431041,2519.213472
3,8,5,999,985,14,0.985985986,31329,31.80609137,2908770,2953.06599
3,9,6,1005,989,16,0.984079602,35804,36.20222447,3306443,3343.218402
3,10,4,1019,1003,16,0.984298332,21237,21.17347956,2000454,1994.470588
3,11,2,1013,1010,3,0.9970385,9314,9.221782178,897811,888.9217822
3,12,3,992,979,13,0.986895161,16578,16.93360572,1546354,1579.524004
3,13,2,1031,1030,1,0.999030068,9630,9.349514563,876500,850.9708738
3,14,1,986,986,0,1,5925,6.009127789,586415,594.7413793
3,15,1,988,988,0,1,7904,8,738036,747
3,16,2,1055,1054,1,0.999052133,17918,17,1666374,1581
3,17,2,1021,1021,0,1,14294,14,1419190,1390
3,18,3,1021,1011,10,0.990205681,17865,17.67062315,1616145,1598.560831
3,19,4,990,980,10,0.98989899,24631,25.13367347,2225473,2270.890816
3,20,4,1013,991,22,0.97828233,22365,22.56811302,2053564,2072.213925
3,21,5,1031,1016,15,0.985451018,25486,25.08464567,2352800,2315.748031
3,22,6,1057,1039,18,0.982970672,32916,31.68046198,3059345,2944.509143
3,23,5,998,973,25,0.9749499,26125,26.84994861,2427971,2495.345324
3,24,6,970,949,21,0.978350515,30597,32.24130664,2840108,2992.737619
3,25,5,961,938,23,0.976066597,36789,39.2206823,3435774,3662.872068
3,26,5,980,958,22,0.97755102,27450,28.65344468,2605535,2719.765136
3,27,1,1013,1013,0,1,6096,6.017769003,609238,601.4195459
4,5,1,989,989,0,1,3097,3.131445905,268031,271.0121335
4,6,2,1017,1008,9,0.991150442,10693,10.60813492,998655,990.7291667
4,7,3,1003,977,26,0.974077767,23339,23.88843398,2157204,2207.987718
4,8,4,994,965,29,0.97082495,27603,28.60414508,2542644,2634.864249
4,9,5,989,972,17,0.98281092,32283,33.21296296,2965414,3050.837449
4,10,3,1020,995,25,0.975490196,18994,19.08944724,1771332,1780.233166
4,11,1,980,974,6,0.993877551,5739,5.892197125,542916,557.4086242
4,12,2,1021,994,27,0.973555338,16380,16.47887324,1515050,1524.195171
4,13,3,1011,1011,0,1,12683,12.54500495,1159271,1146.657765
4,14,2,971,971,0,1,9717,10.00720906,958860,987.4974253
4,15,2,989,989,0,1,11868,12,1127460,1140
4,16,3,1008,1008,0,1,21173,21.00496032,1990361,1974.564484
4,17,3,973,973,0,1,17514,18,1734859,1783
4,18,4,1015,987,28,0.972413793,19054,19.30496454,1740131,1763.050659
4,19,5,992,958,34,0.965725806,25971,27.10960334,2365084,2468.772443
4,20,3,977,954,23,0.976458547,20316,21.29559748,1853527,1942.900419
4,21,4,999,971,28,0.971971972,22110,22.77033986,2018004,2078.273944
4,22,5,951,915,36,0.96214511,26956,29.46010929,2486016,2716.957377
4,23,4,976,940,36,0.963114754,23799,25.31808511,2201929,2342.47766
4,24,5,1035,1002,33,0.968115942,30176,30.11576846,2787514,2781.9501
4,25,6,986,948,38,0.961460446,39737,41.91666667,3698471,3901.340717
4,26,4,1027,997,30,0.970788705,26641,26.72116349,2510543,2518.097292
4,27,2,1013,1012,1,0.999012833,9398,9.286561265,914594,903.7490119
5,6,1,1027,1008,19,0.981499513,9314,9.240079365,866638,859.7599206
5,7,2,988,935,53,0.946356275,21385,22.87165775,1972253,2109.361497
5,8,3,1014,966,48,0.952662722,27267,28.22670807,2507620,2595.879917
5,9,4,1022,981,41,0.959882583,31687,32.30071356,2903296,2959.527013
5,10,2,948,903,45,0.952531646,17120,18.95902547,1588610,1759.258029
5,11,2,995,979,16,0.983919598,9191,9.388151175,846324,864.4780388
5,12,3,987,935,52,0.947315096,18054,19.30909091,1660167,1775.579679
5,13,4,962,962,0,1,15347,15.95322245,1392219,1447.213098
5,14,3,951,950,1,0.998948475,12495,13.15263158,1195358,1258.271579
5,15,3,1006,1006,0,1,15190,15.09940358,1415434,1406.992048
5,16,4,1004,1004,0,1,24226,24.12948207,2252384,2243.410359
5,17,4,1006,1006,0,1,21246,21.11928429,2063900,2051.590457
5,18,5,943,880,63,0.933191941,20481,23.27386364,1861032,2114.809091
5,19,6,1059,1002,57,0.946175637,30807,30.74550898,2797995,2792.41018
5,20,4,1018,959,59,0.942043222,22878,23.8561001,2075691,2164.432742
5,21,3,985,927,58,0.941116751,21764,23.47788565,1978619,2134.432578
5,22,4,987,935,52,0.947315096,28530,30.51336898,2620280,2802.438503
5,23,5,1006,937,69,0.931411531,26434,28.2113127,2430781,2594.216649
5,24,5,961,900,61,0.936524454,29499,32.77666667,2713617,3015.13
5,25,6,991,930,61,0.938446014,41191,44.29139785,3819445,4106.930108
5,26,3,963,900,63,0.934579439,25184,27.98222222,2359795,2621.994444
5,27,3,1009,1009,0,1,12750,12.63627354,1205943,1195.186323
6,7,1,953,901,52,0.945435467,12867,14.28079911,1181003,1310.769145
6,8,2,1047,976,71,0.932187202,19530,20.0102459,1788256,1832.229508
6,9,3,993,939,54,0.945619335,22521,23.98402556,2053734,2187.15016
6,10,1,1021,968,53,0.948090108,12602,13.01859504,1171114,1209.828512
6,11,1,1056,1050,6,0.994318182,6726,6.405714286,659659,628.2466667
6,12,2,1001,942,59,0.941058941,14781,15.6910828,1380738,1465.751592
6,13,3,976,949,27,0.972336066,12314,12.97576396,1113621,1173.467861
6,14,4,1004,968,36,0.964143426,18245,18.8481405,1650581,1705.145661
6,15,4,967,931,36,0.962771458,21457,23.04726101,2033212,2183.901182
6,16,5,1003,972,31,0.969092722,30946,31.83744856,2910973,2994.828189
6,17,5,987,956,31,0.968591692,25927,27.12029289,2414510,2525.638075
6,18,4,976,925,51,0.947745902,19456,21.03351351,1799290,1945.178378
6,19,5,1009,953,56,0.944499504,26724,28.04197272,2475997,2598.10808
6,20,3,999,949,50,0.94994995,18801,19.8113804,1706185,1797.876712
6,21,2,961,895,66,0.93132154,16175,18.0726257,1463612,1635.32067
6,22,3,1020,956,64,0.937254902,23052,24.11297071,2114654,2211.981172
6,23,4,1048,980,68,0.935114504,22705,23.16836735,2094900,2137.653061
6,24,4,998,930,68,0.931863727,25537,27.45913978,2352959,2530.063441
6,25,5,1016,944,72,0.929133858,36946,39.13771186,3427657,3630.992585
6,26,2,936,870,66,0.929487179,18616,21.39770115,1745682,2006.531034
6,27,2,1021,987,34,0.966699314,10454,10.591692,995620,1008.733536
7,8,1,951,951,0,1,7608,8,686622,722
7,9,2,965,965,0,1,14522,15.04870466,1302477,1349.717098
7,10,2,993,979,14,0.985901309,24243,24.76302349,2245742,2293.914198
7,11,2,1007,921,86,0.914597815,18291,19.85993485,1707464,1853.923996
7,12,3,1055,1044,11,0.98957346,31066,29.75670498,2882035,2760.569923
7,13,4,998,889,109,0.890781563,24497,27.55568054,2232589,2511.348706
7,14,5,1072,974,98,0.90858209,33332,34.22176591,3034012,3115.002053
7,15,5,1006,887,119,0.881709742,34819,39.25479143,3250871,3665.018038
7,16,6,1017,902,115,0.886922321,43131,47.81707317,4022334,4459.350333
7,17,6,996,875,121,0.878514056,37861,43.26971429,3506480,4007.405714
7,18,5,987,951,36,0.963525836,35625,37.46056782,3296168,3466.002103
7,19,6,1013,986,27,0.973346496,43243,43.85699797,3995312,4052.040568
7,20,4,1009,974,35,0.96531219,32844,33.72073922,3000484,3080.579055
7,21,3,989,951,38,0.961577351,29152,30.65404837,2660090,2797.150368
7,22,4,1048,1011,37,0.964694656,32732,32.37586548,2988552,2956.035608
7,23,5,1015,977,38,0.962561576,37150,38.02456499,3409989,3490.265097
7,24,5,968,928,40,0.958677686,34089,36.73383621,3130870,3373.782328
7,25,6,985,938,47,0.952284264,46399,49.46588486,4277224,4559.940299
