src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1,989,989,0,1,1078,1.089989889,545064,551.1263903
0,2,1,1043,1042,1,0.999041227,1146,1.099808061,805259,772.8013436
0,3,2,1017,1016,1,0.999016716,2029,1.997047244,1791424,1763.212598
0,4,3,1018,1018,0,1,1958,1.923379175,1668315,1638.816306
0,5,2,1022,1022,0,1,1737,1.699608611,1306031,1277.91683
0,6,3,981,980,1,0.998980632,2539,2.590816327,2259499,2305.611224
0,7,4,969,967,2,0.997936017,3892,4.024819028,3526632,3646.98242
0,8,5,994,987,7,0.992957746,4479,4.537993921,4089568,4143.432624
0,9,6,1027,1018,9,0.991236611,4879,4.792730845,4672800,4590.176817
0,10,4,999,999,0,1,4343,4.347347347,3591780,3595.375375
0,11,4,968,966,2,0.997933884,2785,2.883022774,2247220,2326.3147
0,12,5,1032,1032,0,1,4022,3.897286822,3306960,3204.418605
0,13,4,1038,1037,1,0.999036609,3543,3.416586307,2584794,2492.568949
0,14,3,967,967,0,1,2941,3.041365047,2480622,2565.276112
0,15,3,1013,1007,6,0.994076999,3083,3.061569017,2865759,2845.838133
0,16,4,1052,1044,8,0.992395437,3730,3.572796935,3554177,3404.3841
0,17,4,1023,1022,1,0.999022483,3773,3.691780822,3497343,3422.05773
0,18,5,978,977,1,0.998977505,4290,4.390992835,3448695,3529.882293
0,19,6,969,964,5,0.994840041,5172,5.365145228,4729994,4906.63278
0,20,6,988,985,3,0.996963563,4705,4.776649746,3788773,3846.470051
0,21,5,919,914,5,0.994559304,4407,4.82166302,3516919,3847.832604
0,22,6,923,915,8,0.991332611,4708,5.145355191,4188905,4578.038251
0,23,7,1053,1049,4,0.99620133,5466,5.210676835,4595577,4380.912297
0,24,7,998,995,3,0.996993988,5456,5.483417085,4871598,4896.078392
0,25,7,1046,1039,7,0.993307839,6040,5.813282002,5838579,5619.421559
0,26,5,1027,1019,8,0.992210321,4860,4.769381747,4364423,4283.045142
0,27,3,1004,996,8,0.992031873,2849,2.860441767,2292841,2302.049197
1,2,2,981,979,2,0.997961264,1643,1.678243105,1211653,1237.643514
1,3,3,992,988,4,0.995967742,2484,2.51417004,2034464,2059.174089
1,4,2,962,959,3,0.996881497,1541,1.606882169,1473344,1536.333681
1,5,1,988,984,4,0.995951417,1550,1.575203252,1294705,1315.757114
1,6,2,1050,1044,6,0.994285714,2284,2.187739464,2224731,2130.968391
1,7,3,965,952,13,0.986528497,3496,3.672268908,3316873,3484.110294
1,8,4,992,977,15,0.984879032,3918,4.010235415,3878683,3969.992835
1,9,5,1012,999,13,0.98715415,4497,4.501501502,4533069,4537.606607
1,10,3,986,976,10,0.989858012,3908,4.004098361,3448878,3533.686475
1,11,3,952,942,10,0.989495798,2490,2.643312102,2139822,2271.573248
1,12,4,1047,1032,15,0.985673352,3744,3.627906977,3219406,3119.579457
1,13,5,981,975,6,0.993883792,3581,3.672820513,2650642,2718.607179
1,14,4,996,987,9,0.990963855,3289,3.332320162,2767662,2804.115502
1,15,4,995,974,21,0.978894472,3336,3.425051335,3043464,3124.706366
1,16,5,1012,994,18,0.982213439,3879,3.902414487,3662920,3685.030181
1,17,5,988,975,13,0.986842105,3961,4.062564103,3591735,3683.830769
1,18,6,996,977,19,0.980923695,4175,4.273285568,3442227,3523.262027
1,19,7,999,967,32,0.967967968,5077,5.250258532,4681421,4841.179938
1,20,5,1021,997,24,0.976493634,4464,4.477432297,3732015,3743.244734
1,21,4,1017,983,34,0.966568338,4526,4.604272635,3849801,3916.379451
1,22,5,1013,982,31,0.969397828,4681,4.766802444,4381685,4462.001018
1,23,6,996,969,27,0.972891566,4908,5.06501548,4290264,4427.517028
1,24,6,1012,986,26,0.9743083,5288,5.363083164,4849416,4918.271805
1,25,7,918,893,25,0.972766885,5068,5.67525196,5032568,5635.574468
1,26,4,986,955,31,0.968559838,4339,4.543455497,4102618,4295.935079
1,27,4,1023,999,24,0.976539589,3170,3.173173173,2491996,2494.49049
2,3,1,1055,1039,16,0.984834123,2213,2.129932628,1464878,1409.892204
2,4,2,948,936,12,0.987341772,1630,1.741452991,961509,1027.253205
2,5,1,962,959,3,0.996881497,1033,1.077163712,599844,625.4890511
2,6,2,1013,1002,11,0.989141165,2071,2.066866267,1593298,1590.117764
2,7,3,1004,981,23,0.977091633,3309,3.373088685,2800450,2854.689093
2,8,4,956,929,27,0.971757322,3578,3.851453175,3170516,3412.826695
2,9,5,1006,984,22,0.978131213,4033,4.098577236,3768761,3830.041667
2,10,3,996,965,31,0.968875502,3627,3.758549223,2829786,2932.420725
2,11,3,1006,985,21,0.979125249,2528,2.566497462,1734573,1760.987817
2,12,4,1006,983,23,0.977137177,3357,3.415055951,2481757,2524.676501
2,13,3,983,962,21,0.978636826,2772,2.881496881,1850346,1923.43659
2,14,2,939,922,17,0.981895634,2249,2.439262473,1810517,1963.684382
2,15,2,1029,1007,22,0.978620019,2502,2.484607746,2235193,2219.655412
2,16,3,1007,979,28,0.972194638,2971,3.034729316,2730040,2788.600613
2,17,3,994,975,19,0.980885312,3106,3.185641026,2770829,2841.875897
2,18,4,993,968,25,0.974823766,3572,3.690082645,2659747,2747.672521
2,19,5,959,928,31,0.967674661,4374,4.713362069,3813907,4109.813578
2,20,5,1043,1001,42,0.959731544,4389,4.384615385,3299639,3296.342657
2,21,4,1029,990,39,0.962099125,4382,4.426262626,3371274,3405.327273
2,22,5,1059,1004,55,0.948064212,4635,4.616533865,4038883,4022.791833
2,23,6,1080,1034,46,0.957407407,4937,4.774661509,4037265,3904.511605
2,24,6,942,903,39,0.958598726,4633,5.130675526,4069404,4506.538206
2,25,6,1054,1002,52,0.950664137,5380,5.369261477,5147684,5137.409182
2,26,4,1012,974,38,0.962450593,4229,4.341889117,3729962,3829.529774
2,27,2,988,956,32,0.967611336,2361,2.469665272,1749480,1830
3,4,1,1016,1012,4,0.996062992,1598,1.579051383,950863,939.5879447
3,5,2,970,926,44,0.954639175,1802,1.94600432,1173988,1267.805616
3,6,3,1059,1052,7,0.993389991,2788,2.650190114,1925453,1830.278517
3,7,4,1036,1016,20,0.980694981,3755,3.695866142,3164774,3114.935039
3,8,5,1005,975,30,0.970149254,4043,4.146666667,3560239,3651.527179
3,9,6,1039,1011,28,0.973051011,4404,4.356083086,4171073,4125.690406
3,10,4,959,944,15,0.984358707,3478,3.684322034,2622012,2777.555085
3,11,2,1035,1029,6,0.994202899,1982,1.926141885,1209692,1175.599611
3,12,3,1001,989,12,0.988011988,2841,2.872598584,2036326,2058.974722
3,13,2,1050,1046,4,0.996190476,1884,1.801147228,1193122,1140.652008
3,14,1,965,964,1,0.998963731,1836,1.904564315,1392465,1444.465768
3,15,1,995,992,3,0.996984925,1744,1.758064516,1590284,1603.108871
3,16,2,968,958,10,0.989669421,1755,1.831941545,1845065,1925.955115
3,17,2,941,935,6,0.993623804,1696,1.813903743,1698640,1816.727273
3,18,3,1032,1010,22,0.978682171,2790,2.762376238,1872252,1853.714851
3,19,4,977,949,28,0.971340839,3565,3.75658588,2938396,3096.307692
3,20,4,987,963,24,0.975683891,3609,3.747663551,2691920,2795.347871
3,21,5,1008,980,28,0.972222222,4136,4.220408163,3008969,3070.376531
3,22,6,990,961,29,0.970707071,4299,4.47346514,3686095,3835.686785
3,23,5,995,974,21,0.978894472,4104,4.213552361,3428695,3520.220739
3,24,6,1005,976,29,0.971144279,4464,4.573770492,3999916,4098.27459
3,25,5,1017,979,38,0.962635202,4538,4.635342186,4319056,4411.701736
3,26,5,982,951,31,0.968431772,4138,4.351209253,3618179,3804.604627
3,27,1,984,976,8,0.991869919,1453,1.488729508,975043,999.0194672
4,5,1,997,971,26,0.973921765,1261,1.298661174,616913,635.3377961
4,6,2,1000,974,26,0.974,1799,1.847022587,1197944,1229.921971
4,7,3,961,922,39,0.959417274,2861,3.103036876,2375187,2576.124729
4,8,4,1019,970,49,0.951913641,3427,3.532989691,3067819,3162.7
4,9,5,979,938,41,0.958120531,3543,3.777185501,3403762,3628.744136
4,10,3,1023,981,42,0.958944282,3161,3.222222222,2427055,2474.062181
4,11,1,1022,1002,20,0.980430528,1562,1.558882236,890932,889.1536926
4,12,2,987,945,42,0.957446809,2293,2.426455026,1666517,1763.510053
4,13,3,989,974,15,0.984833165,2185,2.243326489,1353801,1389.939425
4,14,2,1025,1014,11,0.989268293,1873,1.847140039,1509188,1488.351085
4,15,2,960,948,12,0.9875,1825,1.925105485,1670376,1762
4,16,3,994,972,22,0.977867203,2328,2.395061728,2314536,2381.209877
4,17,3,974,954,20,0.979466119,2436,2.553459119,2292431,2402.967505
4,18,4,1018,981,37,0.963654224,2784,2.837920489,2005327,2044.166157
4,19,5,1044,1005,39,0.962643678,3876,3.856716418,3367015,3350.263682
4,20,3,998,939,59,0.940881764,3192,3.399361022,2400328,2556.259851
4,21,4,996,930,66,0.93373494,3458,3.71827957,2553919,2746.149462
4,22,5,980,931,49,0.95,3727,4.003222342,3195909,3432.77014
4,23,4,1031,962,69,0.933074685,3804,3.954261954,3135321,3259.169439
4,24,5,1001,931,70,0.93006993,4030,4.32867884,3607941,3875.33942
4,25,6,988,914,74,0.925101215,4082,4.466083151,3979088,4353.487965
4,26,4,1040,978,62,0.940384615,3828,3.914110429,3399108,3475.570552
4,27,2,1001,974,27,0.973026973,1815,1.863449692,1204729,1236.88809
5,6,1,990,917,73,0.926262626,1779,1.94002181,1250884,1364.104689
5,7,2,1026,913,113,0.889863548,2760,3.023001095,2425076,2656.162103
5,8,3,1010,901,109,0.892079208,3137,3.481687014,2880681,3197.204218
5,9,4,1045,915,130,0.875598086,3547,3.876502732,3480268,3803.571585
5,10,2,1052,934,118,0.8878327,3046,3.26124197,2400156,2569.760171
5,11,2,989,925,64,0.93528817,1938,2.095135135,1363064,1473.582703
5,12,3,1025,900,125,0.87804878,2894,3.215555556,2198418,2442.686667
5,13,4,1041,985,56,0.946205572,3050,3.096446701,1984223,2014.439594
5,14,3,951,889,62,0.934805468,2495,2.806524184,1934552,2176.098988
5,15,3,991,927,64,0.935418769,2517,2.715210356,2156358,2326.168285
5,16,4,1013,952,61,0.939782823,3139,3.297268908,2845288,2988.747899
5,17,4,944,883,61,0.935381356,3045,3.448471121,2665641,3018.84598
