src,dst,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,4967.0,4965.0,2.0,0.9995973424602376,54615.0,11.0,5461500.0,1100.0
0,2,4974.0,4972.0,2.0,0.9995979091274628,79554.0,16.00040225261464,7955400.0,1600.0402252614642
0,3,5007.0,5004.0,3.0,0.9994008388256441,135635.0,27.105315747402077,13563500.0,2710.531574740208
0,4,4940.0,4932.0,8.0,0.9983805668016195,165388.0,33.533657745336576,16538800.0,3353.3657745336577
0,5,5028.0,5011.0,17.0,0.9966189339697693,190767.0,38.0696467770904,19076700.0,3806.96467770904
0,6,4986.0,4950.0,36.0,0.9927797833935018,187785.0,37.93636363636364,18778500.0,3793.6363636363635
0,7,4958.0,4910.0,48.0,0.9903186768858411,161854.0,32.964154786150715,16185400.0,3296.415478615071
0,8,4985.0,4928.0,57.0,0.9885656970912738,213184.0,43.25974025974026,21318400.0,4325.974025974026
0,9,5016.0,4923.0,93.0,0.9814593301435407,236238.0,47.98659354052407,23623800.0,4798.659354052407
0,10,4951.0,4828.0,123.0,0.9751565340335285,240410.0,49.79494614747308,24041000.0,4979.494614747307
0,11,4955.0,4775.0,180.0,0.963673057517659,229841.0,48.13424083769633,22984100.0,4813.424083769633
0,12,5018.0,4776.0,242.0,0.9517736149860502,243197.0,50.92064489112228,24319700.0,5092.064489112227
0,13,4965.0,4658.0,307.0,0.9381671701913393,233312.0,50.08844997853156,23331200.0,5008.844997853156
1,2,4990.0,4988.0,2.0,0.9995991983967936,29928.0,6.0,2992800.0,600.0
1,3,5018.0,4677.0,341.0,0.9320446392985253,106979.0,22.87342313448792,10697900.0,2287.342313448792
1,4,4990.0,4529.0,461.0,0.9076152304609219,134337.0,29.661514683153015,13433700.0,2966.1514683153014
1,5,4957.0,4426.0,531.0,0.8928787573128909,139481.0,31.514008133755084,13948100.0,3151.4008133755083
1,6,4993.0,4367.0,626.0,0.8746244742639696,167185.0,38.2837188000916,16718500.0,3828.3718800091597
1,7,4926.0,4254.0,672.0,0.8635809987819733,171594.0,40.33709449929478,17159400.0,4033.709449929478
1,8,4977.0,4153.0,824.0,0.8344384167168978,199718.0,48.090055381651815,19971800.0,4809.005538165182
1,9,4957.0,3988.0,969.0,0.8045188622150494,174126.0,43.66248746238716,17412600.0,4366.248746238716
1,10,4966.0,3787.0,1179.0,0.7625855819573097,185727.0,49.04330604700291,18572700.0,4904.330604700291
1,11,4997.0,3706.0,1291.0,0.7416449869921953,183349.0,49.473556395035075,18334900.0,4947.3556395035075
1,12,5029.0,3584.0,1445.0,0.7126665341022071,181848.0,50.738839285714285,18184800.0,5073.883928571428
1,13,5009.0,3438.0,1571.0,0.686364543821122,176671.0,51.387725421756834,17667100.0,5138.772542175683
2,3,5079.0,3496.0,1583.0,0.68832447332152,127700.0,36.52745995423341,12770000.0,3652.745995423341
2,4,4928.0,3102.0,1826.0,0.6294642857142857,121653.0,39.21760154738878,12165300.0,3921.760154738878
2,5,4929.0,2891.0,2038.0,0.5865287076486103,100473.0,34.75371843652715,10047300.0,3475.371843652715
2,6,4995.0,2896.0,2099.0,0.5797797797797798,130264.0,44.98066298342541,13026400.0,4498.066298342542
2,7,4974.0,2860.0,2114.0,0.5749899477281866,127978.0,44.74755244755245,12797800.0,4474.755244755244
2,8,5000.0,2442.0,2558.0,0.4884,120724.0,49.436527436527435,12072400.0,4943.652743652744
2,9,4982.0,2272.0,2710.0,0.4560417503010839,106535.0,46.890404929577464,10653500.0,4689.040492957746
2,10,4988.0,2112.0,2876.0,0.4234161988773055,114312.0,54.125,11431200.0,5412.5
2,11,5016.0,1927.0,3089.0,0.384170653907496,103398.0,53.6574987026466,10339800.0,5365.74987026466
2,12,5002.0,1780.0,3222.0,0.3558576569372251,97693.0,54.88370786516854,9769300.0,5488.3707865168535
2,13,4937.0,1546.0,3391.0,0.3131456350010128,85292.0,55.16946959896507,8529200.0,5516.946959896507
3,4,5070.0,4654.0,416.0,0.9179487179487179,74506.0,16.009024495058014,7450600.0,1600.9024495058015
3,5,5064.0,4374.0,690.0,0.8637440758293838,143291.0,32.759716506630085,14329100.0,3275.971650663009
3,6,4899.0,4042.0,857.0,0.8250663400694019,116092.0,28.72142503711034,11609200.0,2872.1425037110344
3,7,4973.0,3670.0,1303.0,0.7379851196460889,126101.0,34.35994550408719,12610100.0,3435.9945504087195
3,8,4965.0,3970.0,995.0,0.7995971802618328,145013.0,36.5272040302267,14501300.0,3652.72040302267
3,9,5048.0,3749.0,1299.0,0.7426703645007924,144120.0,38.442251267004536,14412000.0,3844.2251267004535
3,10,5051.0,3653.0,1398.0,0.7232231241338349,105658.0,28.92362441828634,10565800.0,2892.362441828634
3,11,4959.0,3340.0,1619.0,0.6735228876789675,114932.0,34.41077844311377,11493200.0,3441.0778443113772
3,12,4987.0,3192.0,1795.0,0.6400641668337678,117639.0,36.85432330827068,11763900.0,3685.4323308270677
3,13,4987.0,2942.0,2045.0,0.589933827952677,102879.0,34.96906866077498,10287900.0,3496.9068660774983
4,5,4925.0,4134.0,791.0,0.8393908629441624,71077.0,17.193275278180938,7107700.0,1719.3275278180938
4,6,5000.0,4350.0,650.0,0.87,53244.0,12.24,5324400.0,1224.0
4,7,4958.0,3800.0,1158.0,0.7664380798709157,82970.0,21.83421052631579,8297000.0,2183.4210526315787
4,8,4994.0,3768.0,1226.0,0.7545054064877853,117042.0,31.062101910828027,11704200.0,3106.2101910828023
4,9,5002.0,3632.0,1370.0,0.726109556177529,106414.0,29.299008810572687,10641400.0,2929.9008810572686
4,10,5007.0,3320.0,1687.0,0.6630716996205313,122813.0,36.991867469879516,12281300.0,3699.1867469879517
4,11,4966.0,3109.0,1857.0,0.626057188884414,104663.0,33.66452235445481,10466300.0,3366.4522354454807
4,12,5088.0,2923.0,2165.0,0.5744889937106918,100898.0,34.518645227505985,10089800.0,3451.8645227505986
4,13,5024.0,2645.0,2379.0,0.5264729299363057,91356.0,34.53913043478261,9135600.0,3453.913043478261
5,6,4998.0,2756.0,2242.0,0.5514205682272909,86337.0,31.326923076923077,8633700.0,3132.6923076923076
5,7,5031.0,2719.0,2312.0,0.5404492148678195,90290.0,33.20706141963957,9029000.0,3320.706141963957
5,8,4985.0,4321.0,664.0,0.8668004012036108,100331.0,23.219393658875262,10033100.0,2321.939365887526
5,9,4989.0,4619.0,370.0,0.9258368410503107,66153.0,14.321931153929421,6615300.0,1432.1931153929422
5,10,4983.0,4101.0,882.0,0.822998193859121,130859.0,31.90904657400634,13085900.0,3190.904657400634
5,11,5058.0,4014.0,1044.0,0.7935943060498221,98589.0,24.561285500747385,9858900.0,2456.1285500747385
5,12,4986.0,3817.0,1169.0,0.7655435218612114,88908.0,23.292638197537332,8890800.0,2329.2638197537335
5,13,5049.0,3733.0,1316.0,0.7393543275896217,93349.0,25.006429145459418,9334900.0,2500.6429145459415
6,7,5061.0,3992.0,1069.0,0.7887769215570045,36198.0,9.067635270541082,3619800.0,906.7635270541082
6,8,4988.0,2001.0,2987.0,0.4011627906976744,54825.0,27.39880059970015,5482500.0,2739.880059970015
6,9,4990.0,1647.0,3343.0,0.330060120240481,58631.0,35.5986642380085,5863100.0,3559.86642380085
6,10,5033.0,1525.0,3508.0,0.30300019868865485,55367.0,36.30622950819672,5536700.0,3630.622950819672
6,11,5032.0,1222.0,3810.0,0.24284578696343403,43246.0,35.38952536824877,4324600.0,3538.9525368248774
6,12,4991.0,1049.0,3942.0,0.21017832097775996,37832.0,36.06482364156339,3783200.0,3606.4823641563394
6,13,4941.0,880.0,4061.0,0.1781015988666262,31954.0,36.31136363636364,3195400.0,3631.1363636363635
7,8,4992.0,1455.0,3537.0,0.29146634615384615,27207.0,18.69896907216495,2720700.0,1869.8969072164948
