src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1,999,997,2,0.997997998,1040,1.043129388,505528,507.0491474
0,2,1,928,928,0,1,999,1.076508621,699284,753.5387931
0,3,2,988,988,0,1,1966,1.989878543,1704242,1724.941296
0,4,3,1026,1026,0,1,2180,2.124756335,1706647,1663.398635
0,5,2,987,987,0,1,1810,1.833839919,1271341,1288.08612
0,6,3,1016,1015,1,0.999015748,2825,2.783251232,2367881,2332.887685
0,7,4,1009,1003,6,0.994053518,4199,4.186440678,3700015,3688.948156
0,8,5,985,979,6,0.993908629,4509,4.605720123,4107562,4195.671093
0,9,6,1000,995,5,0.995,4974,4.998994975,4633682,4656.966834
0,10,4,1023,1020,3,0.997067449,4575,4.485294118,3629160,3558
0,11,4,1034,1028,6,0.994197292,3055,2.971789883,2404483,2338.991245
0,12,5,984,980,4,0.995934959,3923,4.003061224,3122519,3186.243878
0,13,4,996,992,4,0.995983936,3402,3.429435484,2460278,2480.118952
0,14,3,996,993,3,0.996987952,3132,3.15407855,2610815,2629.219537
0,15,3,1016,1013,3,0.997047244,3147,3.106614018,2873026,2836.155972
0,16,4,987,977,10,0.989868288,3416,3.496417605,3238644,3314.886387
0,17,4,997,995,2,0.997993982,3703,3.72160804,3421558,3438.751759
0,18,5,975,966,9,0.990769231,4378,4.532091097,3456738,3578.403727
0,19,6,999,996,3,0.996996997,5410,5.431726908,4774507,4793.681727
0,20,6,1000,996,4,0.996,4916,4.935742972,3816000,3831.325301
0,21,5,1017,1011,6,0.994100295,4948,4.894164194,3844362,3802.534125
0,22,6,978,973,5,0.994887526,5013,5.152106886,4375664,4497.085303
0,23,7,1006,996,10,0.990059642,5395,5.416666667,4427083,4444.86245
0,24,7,1016,1006,10,0.99015748,5735,5.700795229,5080887,5050.583499
0,25,7,1003,999,4,0.996011964,5847,5.852852853,5611893,5617.510511
0,26,5,1040,1031,9,0.991346154,5017,4.86614937,4428807,4295.642095
0,27,3,1023,1016,7,0.99315738,3040,2.992125984,2343673,2306.764764
1,2,2,1025,1020,5,0.995121951,1605,1.573529412,1238203,1213.92451
1,3,3,948,940,8,0.991561181,2347,2.496808511,1899596,2020.846809
1,4,2,1020,1011,9,0.991176471,1859,1.838773492,1614703,1597.13452
1,5,1,999,994,5,0.994994995,1638,1.647887324,1337110,1345.181087
1,6,2,973,962,11,0.988694758,2304,2.395010395,2126462,2210.459459
1,7,3,993,984,9,0.990936556,3575,3.633130081,3389628,3444.743902
1,8,4,972,952,20,0.979423868,4059,4.263655462,3887876,4083.903361
1,9,5,981,972,9,0.990825688,4471,4.599794239,4389562,4516.010288
1,10,3,1024,1003,21,0.979492188,4187,4.17447657,3532358,3521.792622
1,11,3,999,985,14,0.985985986,2735,2.776649746,2290181,2325.056853
1,12,4,978,961,17,0.982617587,3671,3.819979188,3073550,3198.283039
1,13,5,1006,988,18,0.982107356,3744,3.789473684,2733137,2766.332996
1,14,4,954,944,10,0.98951782,3261,3.454449153,2744233,2907.026483
1,15,4,1000,975,25,0.975,3340,3.425641026,2997822,3074.689231
1,16,5,993,976,17,0.982880161,3901,3.99692623,3627095,3716.285861
1,17,5,1000,986,14,0.986,4061,4.118661258,3669656,3721.760649
1,18,6,963,945,18,0.981308411,4269,4.517460317,3447875,3648.544974
1,19,7,1027,1010,17,0.983446933,5377,5.323762376,4920877,4872.155446
1,20,5,1071,1047,24,0.977591036,4871,4.652340019,3975642,3797.174785
1,21,4,1005,977,28,0.972139303,4643,4.752302968,3802316,3891.828045
1,22,5,1020,992,28,0.97254902,5042,5.08266129,4561714,4598.502016
1,23,6,981,949,32,0.967380224,4988,5.256059009,4257043,4485.81981
1,24,6,993,965,28,0.971802618,5387,5.58238342,4894018,5071.521244
1,25,7,968,940,28,0.97107438,5541,5.894680851,5411498,5756.912766
1,26,4,987,944,43,0.956433637,4499,4.765889831,4104589,4348.081568
1,27,4,1044,1012,32,0.969348659,3216,3.177865613,2570319,2539.840909
2,3,1,987,976,11,0.988855117,1952,2,1250857,1281.615779
2,4,2,993,982,11,0.988922457,1724,1.755600815,985653,1003.719959
2,5,1,986,984,2,0.997971602,1022,1.038617886,574090,583.4247967
2,6,2,1014,997,17,0.983234714,2039,2.045135406,1585762,1590.533601
2,7,3,984,967,17,0.982723577,3065,3.169596691,2541804,2628.546019
2,8,4,970,942,28,0.971134021,3486,3.700636943,3066397,3255.198514
2,9,5,1025,996,29,0.971707317,4260,4.277108434,3947931,3963.786145
2,10,3,994,964,30,0.969818913,3607,3.741701245,2702676,2803.605809
2,11,3,974,958,16,0.983572895,2443,2.550104384,1688068,1762.075157
2,12,4,978,947,31,0.968302658,3308,3.49313622,2426107,2561.887012
2,13,3,970,951,19,0.980412371,2879,3.027339642,1885798,1982.963197
2,14,2,1069,1037,32,0.970065482,2695,2.598842816,2127420,2051.513983
2,15,2,1034,1007,27,0.973887814,2435,2.418073486,2151555,2136.598808
2,16,3,1025,995,30,0.970731707,3037,3.052261307,2747881,2761.689447
2,17,3,988,958,30,0.969635628,3080,3.215031315,2695184,2813.344468
2,18,4,996,962,34,0.965863454,3663,3.807692308,2700202,2806.862786
2,19,5,1028,991,37,0.964007782,4776,4.819374369,4084950,4122.048436
2,20,5,1020,975,45,0.955882353,4176,4.283076923,3080590,3159.579487
2,21,4,987,947,40,0.959473151,4137,4.368532207,3127039,3302.047518
2,22,5,1000,950,50,0.95,4408,4.64,3815081,4015.874737
2,23,6,923,888,35,0.962080173,4321,4.865990991,3476705,3915.208333
2,24,6,1011,961,50,0.950544016,4926,5.12591051,4263538,4436.563996
2,25,6,963,902,61,0.936656282,4824,5.348115299,4544859,5038.646341
2,26,4,1001,961,40,0.96003996,4228,4.399583767,3648725,3796.800208
2,27,2,1003,962,41,0.959122632,2458,2.555093555,1758560,1828.024948
3,4,1,971,966,5,0.994850669,1538,1.592132505,902799,934.5745342
3,5,2,997,967,30,0.969909729,1882,1.94622544,1204318,1245.416753
3,6,3,1054,1043,11,0.989563567,2689,2.578139981,1836566,1760.849473
3,7,4,1017,1001,16,0.984267453,3653,3.649350649,3094712,3091.62038
3,8,5,1021,994,27,0.973555338,4216,4.241448692,3711012,3733.412475
3,9,6,1001,981,20,0.98001998,4414,4.499490316,4110165,4189.770642
3,10,4,1009,988,21,0.979187314,3716,3.761133603,2838262,2872.734818
3,11,2,990,986,4,0.995959596,1905,1.932048682,1200886,1217.93712
3,12,3,985,965,20,0.979695431,2783,2.883937824,1948747,2019.426943
3,13,2,1005,1002,3,0.997014925,1841,1.837325349,1125230,1122.984032
3,14,1,973,971,2,0.997944502,1885,1.941297631,1434183,1477.016478
3,15,1,959,956,3,0.996871741,1687,1.764644351,1555536,1627.129707
3,16,2,1004,998,6,0.994023904,1781,1.784569138,1887459,1891.241483
3,17,2,994,986,8,0.99195171,1751,1.775862069,1785082,1810.427992
3,18,3,970,946,24,0.975257732,2702,2.856236786,1852732,1958.490486
3,19,4,1043,1015,28,0.973154362,3972,3.913300493,3271883,3223.530049
3,20,4,1019,988,31,0.969578018,3782,3.827935223,2838551,2873.027328
3,21,5,1028,998,30,0.970817121,4328,4.336673347,3153417,3159.736473
3,22,6,1039,1014,25,0.975938402,4594,4.530571992,3933635,3879.324458
3,23,5,1024,994,30,0.970703125,4189,4.214285714,3409985,3430.56841
3,24,6,982,953,29,0.970468432,4491,4.712486884,4032203,4231.062959
3,25,5,1018,987,31,0.969548134,4623,4.683890578,4346270,4403.515704
3,26,5,976,945,31,0.968237705,4295,4.544973545,3660035,3873.05291
3,27,1,1005,996,9,0.991044776,1552,1.558232932,1081696,1086.040161
4,5,1,1016,981,35,0.965551181,1231,1.254841998,552072,562.764526
4,6,2,980,954,26,0.973469388,1776,1.86163522,1206170,1264.32914
4,7,3,1009,961,48,0.952428147,2928,3.046826223,2366768,2462.817898
4,8,4,1016,968,48,0.952755906,3519,3.635330579,3198686,3304.427686
4,9,5,993,937,56,0.943605237,3552,3.790821772,3363400,3589.541089
4,10,3,995,945,50,0.949748744,3027,3.203174603,2315689,2450.46455
4,11,1,1008,991,17,0.983134921,1640,1.654894046,993195,1002.214934
4,12,2,951,907,44,0.953732913,2262,2.493936053,1641567,1809.886439
4,13,3,997,980,17,0.982948847,2244,2.289795918,1358065,1385.780612
4,14,2,1001,984,17,0.983016983,1913,1.944105691,1543564,1568.662602
4,15,2,982,962,20,0.979633401,1835,1.907484407,1716401,1784.200624
4,16,3,986,972,14,0.985801217,2335,2.402263374,2301291,2367.583333
4,17,3,962,946,16,0.983367983,2476,2.617336152,2292526,2423.389006
4,18,4,965,919,46,0.952331606,2573,2.799782372,1832622,1994.147987
