src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1,1043,1043,0,1,1046,1.002876318,485599,465.5790988
0,2,1,978,978,0,1,993,1.015337423,688002,703.4785276
0,3,2,1010,1009,1,0.999009901,2062,2.043607532,1812834,1796.664024
0,4,3,975,974,1,0.998974359,1758,1.804928131,1588874,1631.287474
0,5,2,1011,1011,0,1,1649,1.631058358,1257723,1244.038576
0,6,3,1011,1011,0,1,2633,2.604352127,2323888,2298.603363
0,7,4,1023,1017,6,0.994134897,3970,3.903638151,3616289,3555.839725
0,8,5,958,955,3,0.996868476,4227,4.42617801,3962231,4148.932984
0,9,6,1004,1000,4,0.996015936,4682,4.682,4518571,4518.571
0,10,4,1033,1032,1,0.999031946,4487,4.347868217,3715586,3600.374031
0,11,4,1001,1001,0,1,2780,2.777222777,2294946,2292.653347
0,12,5,984,981,3,0.99695122,3842,3.916411825,3175452,3236.954128
0,13,4,1011,1010,1,0.99901088,3463,3.428712871,2498001,2473.268317
0,14,3,1022,1020,2,0.998043053,3075,3.014705882,2617301,2565.981373
0,15,3,1011,1010,1,0.99901088,2951,2.921782178,2799442,2771.724752
0,16,4,931,929,2,0.997851772,3208,3.453175457,3080874,3316.333692
0,17,4,1020,1018,2,0.998039216,3928,3.858546169,3622561,3558.507859
0,18,5,1035,1032,3,0.997101449,4438,4.300387597,3636734,3523.967054
0,19,6,1041,1038,3,0.997118156,5502,5.300578035,5007564,4824.242775
0,20,6,980,979,1,0.998979592,4547,4.64453524,3699922,3779.287028
0,21,5,965,964,1,0.998963731,4658,4.831950207,3728269,3867.498963
0,22,6,997,994,3,0.996990973,5062,5.092555332,4460847,4487.773642
0,23,7,1009,1005,4,0.996035679,5217,5.191044776,4463863,4441.654726
0,24,7,1009,1004,5,0.995044599,5455,5.433266932,4860682,4841.316733
0,25,7,990,984,6,0.993939394,5709,5.801829268,5510895,5600.503049
0,26,5,997,994,3,0.996990973,4648,4.676056338,4170235,4195.407445
0,27,3,1028,1021,7,0.993190661,2951,2.890303624,2369634,2320.895201
1,2,2,1040,1039,1,0.999038462,1538,1.48026949,1203753,1158.568816
1,3,3,941,939,2,0.997874601,2379,2.533546326,1947831,2074.367412
1,4,2,945,944,1,0.998941799,1440,1.525423729,1425060,1509.597458
1,5,1,1046,1044,2,0.998087954,1629,1.560344828,1366341,1308.755747
1,6,2,997,993,4,0.995987964,2078,2.09264854,2082040,2096.717019
1,7,3,976,961,15,0.984631148,3316,3.45057232,3200129,3329.998959
1,8,4,962,949,13,0.986486486,3827,4.032665964,3707552,3906.798736
1,9,5,982,965,17,0.982688391,4133,4.282901554,4244151,4398.083938
1,10,3,996,993,3,0.996987952,3907,3.934541793,3400832,3424.805639
1,11,3,1007,1001,6,0.994041708,2576,2.573426573,2276121,2273.847153
1,12,4,957,949,8,0.991640543,3418,3.601685985,2973550,3133.350896
1,13,5,985,979,6,0.993908629,3592,3.669050051,2659561,2716.609806
1,14,4,1057,1050,7,0.993377483,3404,3.241904762,2886336,2748.891429
1,15,4,1003,995,8,0.992023928,3322,3.338693467,3028646,3043.865327
1,16,5,993,983,10,0.989929507,3778,3.843336724,3566269,3627.944049
1,17,5,986,977,9,0.990872211,4114,4.210849539,3733218,3821.103378
1,18,6,992,983,9,0.990927419,4291,4.365208545,3571108,3632.866734
1,19,7,1043,1037,6,0.994247363,5368,5.176470588,5023467,4844.230473
1,20,5,989,979,10,0.989888777,4490,4.586312564,3717120,3796.853933
1,21,4,989,976,13,0.98685541,4348,4.454918033,3641759,3731.310451
