src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
0,1,1,989,989,0,1,4945,5,456918,462
0,2,1,1043,1043,0,1,7301,7,719670,690
0,3,2,1017,1016,1,0.999016716,13215,13.00688976,1223942,1204.667323
0,4,3,1018,1018,0,1,16524,16.23182711,1541290,1514.037328
0,5,2,1022,1022,0,1,13286,13,1257060,1230
0,6,3,981,981,0,1,19125,19.49541284,1794789,1829.550459
0,7,4,969,967,2,0.997936017,28731,29.7114788,2672223,2763.415719
0,8,5,994,992,2,0.997987928,36052,36.34274194,3337375,3364.289315
0,9,6,1027,1020,7,0.993184031,42341,41.51078431,3902022,3825.511765
0,10,4,999,999,0,1,25433,25.45845846,2389451,2391.842843
0,11,4,968,967,1,0.998966942,20687,21.39296794,1939306,2005.487073
0,12,5,1032,1031,1,0.999031008,28279,27.42870999,2635730,2556.479146
0,13,4,1038,1038,0,1,23112,22.26589595,2124872,2047.082852
0,14,3,967,967,0,1,18380,19.00723888,1739344,1798.701138
0,15,3,1013,1012,1,0.999012833,21252,21,1974412,1951
0,16,4,1052,1052,0,1,31560,30,2929820,2785
0,17,4,1023,1023,0,1,27638,27.01661779,2655317,2595.617791
0,18,5,978,977,1,0.998977505,27130,27.76867963,2467438,2525.525077
0,19,6,969,969,0,1,34671,35.78018576,3149302,3250.053664
0,20,6,988,988,0,1,31628,32.01214575,2917419,2952.853239
0,21,5,919,919,0,1,27791,30.24047878,2563374,2789.307943
0,22,6,923,921,2,0.997833153,34331,37.27578719,3187239,3460.628664
0,23,7,1053,1051,2,0.998100665,38028,36.18268316,3539843,3368.071361
0,24,7,998,998,0,1,40859,40.94088176,3798344,3805.955912
0,25,7,1046,1045,1,0.999043977,52587,50.32248804,4901761,4690.680383
0,26,5,1027,1025,2,0.99805258,34849,33.99902439,3295101,3214.732683
0,27,3,1004,1003,1,0.999003984,19057,19,1809412,1804
1,2,2,981,981,0,1,11772,12,1130112,1152
1,3,3,992,992,0,1,17856,18,1652884,1666.21371
1,4,2,962,962,0,1,13541,14.07588358,1282348,1333.002079
1,5,1,988,988,0,1,10868,11,1054196,1067
1,6,2,1050,1050,0,1,19048,18.14095238,1814314,1727.918095
1,7,3,965,961,4,0.995854922,28298,29.44640999,2653443,2761.126951
1,8,4,992,986,6,0.993951613,34972,35.46855984,3260950,3307.251521
1,9,5,1012,1011,1,0.999011858,40730,40.28684471,3777632,3736.530168
1,10,3,986,986,0,1,24082,24.42393509,2283438,2315.860041
1,11,3,952,952,0,1,18375,19.30147059,1740805,1828.576681
1,12,4,1047,1043,4,0.996179561,26964,25.85234899,2533166,2428.730585
1,13,5,981,981,0,1,26512,27.0254842,2438599,2485.829766
1,14,4,996,996,0,1,23904,24,2251013,2260.053213
1,15,4,995,995,0,1,25870,26,2401253,2413.319598
1,16,5,1012,1012,0,1,35420,35,3286229,3247.261858
1,17,5,988,987,1,0.998987854,31584,32,3016537,3056.26849
1,18,6,996,995,1,0.998995984,31189,31.34572864,2877702,2892.162814
1,19,7,999,998,1,0.998998999,39501,39.58016032,3624993,3632.257515
1,20,5,1021,1020,1,0.999020568,31536,30.91764706,2927823,2870.414706
1,21,4,1017,1013,4,0.996066863,30039,29.65350444,2790221,2754.413623
1,22,5,1013,1006,7,0.993089832,36845,36.62524851,3440719,3420.197813
