source,target,generated,success,delays
0,1,106,103,122.13592233009709
0,2,102,98,197.55102040816325
0,3,98,88,371.8181818181818
0,4,110,103,414.75728155339806
0,5,92,83,317.34939759036143
0,6,100,86,519.7674418604652
0,7,90,78,739.2307692307693
0,8,100,86,986.5116279069767
0,9,104,79,1110.886075949367
0,10,103,81,696.7901234567901
0,11,121,92,564.3478260869565
0,12,89,62,772.5806451612904
0,13,107,68,662.3529411764706
0,14,101,65,609.2307692307693
0,15,99,48,677.9166666666666
0,16,104,40,909.0
0,17,97,46,836.5217391304348
0,18,99,44,805.4545454545455
0,19,82,26,1023.0769230769231
0,20,101,35,876.5714285714286
0,21,104,30,878.6666666666666
0,22,113,36,1080.0
0,23,87,21,1098.095238095238
0,24,113,23,1172.1739130434783
0,25,97,17,1322.3529411764705
0,26,101,17,1085.8823529411766
0,27,106,12,616.6666666666666
1,2,114,55,310.1818181818182
1,3,99,21,517.1428571428571
1,4,108,20,371.0
1,5,106,31,237.41935483870967
1,6,90,16,443.75
1,7,86,12,640.0
1,8,93,8,1175.0
1,9,106,12,1181.6666666666667
1,10,94,9,866.6666666666666
1,11,94,10,500.0
1,12,94,7,831.4285714285714
1,13,104,10,670.0
1,14,94,3,1013.3333333333334
1,15,95,3,833.3333333333334
1,16,94,1,780.0
1,17,105,3,860.0
1,18,97,2,1070.0
1,19,100,0,0.0
1,20,117,0,0.0
1,21,97,0,0.0
1,22,100,0,0.0
1,23,96,0,0.0
1,24,108,0,0.0
1,25,83,0,0.0
1,26,109,0,0.0
1,27,105,1,660.0
2,3,102,62,186.1290322580645
2,4,91,57,238.94736842105263
2,5,102,75,177.06666666666666
2,6,118,61,385.57377049180326
2,7,108,49,710.6122448979592
2,8,102,39,936.4102564102565
2,9,95,42,1120.0
2,10,102,38,685.7894736842105
2,11,100,41,410.2439024390244
2,12,96,33,524.8484848484849
2,13,101,41,462.9268292682927
2,14,103,31,378.7096774193548
2,15,87,24,467.5
2,16,94,26,626.1538461538462
2,17,104,28,561.4285714285714
2,18,90,19,616.8421052631579
2,19,98,16,755.0
2,20,110,17,596.4705882352941
2,21,106,9,657.7777777777778
2,22,95,8,807.5
2,23,98,9,742.2222222222222
2,24,101,9,917.7777777777778
2,25,104,7,1040.0
2,26,84,3,873.3333333333334
2,27,89,3,320.0
3,4,110,99,208.4848484848485
3,5,107,42,393.3333333333333
3,6,106,92,610.4347826086956
3,7,99,71,906.4788732394367
3,8,99,69,1078.840579710145
3,9,82,50,1196.4
3,10,91,61,794.7540983606557
3,11,89,72,435.27777777777777
3,12,90,60,538.6666666666666
3,13,95,78,358.46153846153845
3,14,92,90,280.0
3,15,96,96,160.0
3,16,86,86,360.0
3,17,105,104,362.3076923076923
3,18,104,64,508.4375
3,19,107,53,747.1698113207547
3,20,104,47,791.9148936170212
3,21,89,33,887.8787878787879
3,22,110,39,1062.051282051282
3,23,106,36,924.4444444444445
3,24,104,36,1138.888888888889
3,25,78,23,1100.8695652173913
3,26,106,20,929.0
3,27,95,62,354.19354838709677
4,5,94,52,181.15384615384616
4,6,108,57,331.57894736842104
4,7,95,42,722.3809523809524
4,8,102,30,826.6666666666666
4,9,106,30,978.6666666666666
4,10,101,30,570.6666666666666
4,11,115,48,162.91666666666666
4,12,101,19,436.8421052631579
4,13,98,31,452.9032258064516
4,14,97,38,406.3157894736842
4,15,101,35,313.7142857142857
4,16,103,34,578.8235294117648
4,17,88,17,509.4117647058824
4,18,106,13,555.3846153846154
4,19,101,15,870.6666666666666
4,20,97,10,638.0
4,21,103,7,577.1428571428571
4,22,108,6,786.6666666666666
4,23,108,9,895.5555555555555
4,24,102,2,1110.0
4,25,107,1,880.0
4,26,104,3,686.6666666666666
4,27,105,14,252.85714285714286
5,6,108,25,193.6
5,7,109,9,344.44444444444446
5,8,91,5,560.0
5,9,96,7,682.8571428571429
5,10,104,4,335.0
5,11,102,9,233.33333333333334
5,12,97,3,780.0
5,13,90,4,395.0
5,14,103,4,375.0
5,15,107,6,373.3333333333333
5,16,97,3,640.0
5,17,96,2,620.0
5,18,88,0,0.0
5,19,102,3,906.6666666666666
5,20,108,3,920.0
5,21,95,0,0.0
5,22,96,1,500.0
5,23,100,0,0.0
5,24,102,1,620.0
5,25,100,0,0.0
5,26,91,0,0.0
5,27,103,1,340.0
6,7,100,75,205.6
6,8,106,65,412.0
6,9,109,71,565.0704225352113
6,10,96,73,216.16438356164383
6,11,95,69,226.3768115942029
6,12,97,65,428.9230769230769
6,13,103,31,458.7096774193548
6,14,97,9,977.7777777777778
6,15,104,5,660.0
6,16,96,1,2860.0
6,17,103,2,710.0
6,18,103,52,691.9230769230769
6,19,99,46,866.0869565217391
6,20,113,53,634.3396226415094
6,21,101,40,546.5
6,22,103,47,631.063829787234
6,23,95,29,656.551724137931
6,24,103,25,792.0
6,25,90,17,1140.0
6,26,103,32,552.5
6,27,107,15,368.0
7,8,110,81,160.0
7,9,96,60,348.3333333333333
7,10,104,43,672.5581395348837
7,11,100,24,554.1666666666666
7,12,106,25,917.6
7,13,102,5,1084.0
7,14,109,0,0.0
7,15,101,0,0.0
7,16,107,0,0.0
7,17,107,0,0.0
7,18,98,20,1191.0
7,19,104,16,1245.0
7,20,102,6,896.6666666666666
7,21,112,11,938.1818181818181
7,22,92,8,795.0
7,23,98,3,913.3333333333334
7,24,107,2,1090.0
7,25,118,8,1300.0
7,26,104,9,593.3333333333334
7,27,107,2,340.0
8,9,96,79,140.0
8,10,89,27,660.7407407407408
8,11,99,8,935.0
8,12,103,22,852.7272727272727
8,13,106,7,1197.142857142857
8,14,99,0,0.0
8,15,105,0,0.0
8,16,110,0,0.0
8,17,104,0,0.0
8,18,100,15,1102.6666666666667
8,19,100,13,1196.923076923077
8,20,111,10,960.0
8,21,98,9,760.0
8,22,111,11,692.7272727272727
8,23,95,8,952.5
8,24,112,5,904.0
8,25,90,1,1020.0
8,26,96,22,420.0
8,27,111,1,1200.0
9,10,103,29,471.0344827586207
9,11,89,6,1136.6666666666667
9,12,94,18,771.1111111111111
9,13,93,6,1130.0
9,14,99,0,0.0
9,15,90,1,1320.0
9,16,99,0,0.0
9,17,92,1,1400.0
9,18,104,14,997.1428571428571
9,19,94,14,1004.2857142857143
9,20,99,13,836.9230769230769
9,21,97,13,596.9230769230769
9,22,103,11,460.0
9,23,104,7,1022.8571428571429
9,24,103,3,713.3333333333334
9,25,110,1,860.0
9,26,108,17,260.0
9,27,106,0,0.0
10,11,107,35,497.14285714285717
10,12,97,76,304.7368421052632
10,13,110,21,684.7619047619048
10,14,99,2,1170.0
10,15,91,2,780.0
10,16,91,0,0.0
10,17,106,1,720.0
10,18,86,53,589.433962264151
10,19,96,63,664.7619047619048
10,20,99,71,381.40845070422534
10,21,107,90,228.66666666666666
10,22,96,66,358.1818181818182
10,23,82,41,506.8292682926829
10,24,120,66,540.9090909090909
10,25,105,45,762.2222222222222
10,26,100,62,225.16129032258064
10,27,100,12,535.0
11,12,96,24,123.33333333333333
11,13,94,26,210.0
11,14,96,9,380.0
11,15,104,7,462.85714285714283
11,16,103,4,610.0
11,17,102,3,666.6666666666666
11,18,110,16,297.5
11,19,106,12,501.6666666666667
11,20,101,12,365.0
11,21,95,11,669.0909090909091
11,22,88,3,700.0
11,23,107,6,703.3333333333334
11,24,109,7,811.4285714285714
11,25,100,4,760.0
11,26,92,1,460.0
11,27,92,22,76.36363636363636
12,13,114,25,372.8
12,14,87,1,360.0
12,15,102,0,0.0
