src,dst,delay
0,1,20
0,1,20
0,1,100
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,20
0,1,100
0,1,100
0,1,20
0,1,100
0,1,20
0,1,20
0,1,20
0,1,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,100
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,100
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,100
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,2,20
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,140
0,3,60
0,3,60
0,3,60
0,3,60
0,3,140
0,3,60
0,3,140
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,140
0,3,60
0,3,60
0,3,140
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,140
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,140
0,3,60
0,3,140
0,3,60
0,3,60
0,3,140
0,3,220
0,3,60
0,3,60
0,3,60
0,3,140
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,3,60
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,4,260
0,4,100
0,4,100
0,4,100
0,4,100
0,4,100
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,60
0,5,140
0,5,60
0,5,60
0,6,100
0,6,100
0,6,180
0,6,100
0,6,100
0,6,100
0,6,100
0,6,180
0,6,100
0,6,100
0,6,180
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,180
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,180
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,6,100
0,7,140
0,7,140
0,7,140
0,7,140
0,7,300
0,7,140
0,7,220
0,7,220
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,220
0,7,140
0,7,140
0,7,140
0,7,140
0,7,300
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,220
0,7,220
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,7,140
0,8,180
0,8,340
0,8,260
0,8,180
0,8,260
0,8,340
0,8,380
0,8,180
0,8,180
0,8,260
0,8,180
0,8,180
0,8,260
0,8,460
0,8,180
0,8,260
0,8,180
0,8,180
0,8,180
0,8,180
0,8,260
0,8,340
0,8,180
0,8,180
0,8,180
0,8,180
0,8,180
0,8,260
0,8,260
0,8,180
0,8,180
0,8,340
0,8,180
0,8,180
0,8,180
0,8,180
0,8,180
0,8,180
0,8,180
0,8,180
0,8,180
0,8,180
0,8,260
0,8,340
0,8,180
0,9,220
0,9,300
0,9,220
0,9,220
0,9,220
0,9,220
0,9,500
0,9,220
0,9,220
0,9,220
0,9,220
0,9,300
0,9,220
0,9,220
0,9,300
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,300
0,9,220
0,9,340
0,9,220
0,9,300
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,300
0,9,300
0,9,220
0,9,220
0,9,220
0,9,300
0,9,220
0,9,300
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,9,220
0,10,140
0,10,220
0,10,220
0,10,140
0,10,140
0,10,140
0,10,140
0,10,220
0,10,220
0,10,140
0,10,220
0,10,140
0,10,140
0,10,140
0,10,140
0,10,140
0,10,220
0,10,220
0,10,140
0,10,140
0,10,140
0,10,220
0,10,220
0,10,140
0,10,140
0,10,140
0,10,140
0,10,260
0,10,140
0,10,220
0,10,140
0,10,140
0,10,140
0,10,140
0,10,140
0,10,140
0,10,140
0,10,140
0,10,140
0,10,140
0,10,220
0,10,220
0,10,140
0,10,140
0,10,220
0,10,220
0,10,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,220
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,11,140
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,260
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,12,180
0,13,220
0,13,140
0,13,140
0,13,140
0,13,220
0,13,140
0,13,220
0,13,140
0,13,140
0,13,140
0,13,140
0,13,220
0,13,220
0,13,140
0,13,140
0,13,140
0,13,140
0,13,140
0,13,140
0,13,140
0,13,140
0,13,140
0,13,220
0,13,140
0,13,140
0,13,140
0,13,140
0,13,220
0,13,140
0,13,140
0,13,140
0,13,140
0,13,140
0,13,140
0,13,220
0,13,220
0,13,220
0,13,140
