source,target,generated,success,delays
0,1,106,103,25.436893203883496
0,2,102,97,26.5979381443299
0,3,98,88,76.36363636363636
0,4,110,103,100.77669902912622
0,5,92,84,64.76190476190476
0,6,100,86,107.44186046511628
0,7,90,80,163.5
0,8,100,85,209.64705882352942
0,9,104,79,248.86075949367088
0,10,103,78,173.33333333333334
0,11,121,90,141.77777777777777
0,12,89,56,185.0
0,13,107,62,161.29032258064515
0,14,101,57,135.78947368421052
0,15,99,44,141.8181818181818
0,16,104,34,181.1764705882353
0,17,97,41,185.85365853658536
0,18,99,42,212.38095238095238
0,19,82,26,255.3846153846154
0,20,101,32,231.25
0,21,104,28,230.0
0,22,113,32,272.5
0,23,87,17,290.5882352941176
0,24,113,19,300.0
0,25,97,14,297.14285714285717
0,26,101,9,242.22222222222223
0,27,106,10,144.0
1,2,114,63,66.34920634920636
1,3,99,28,108.57142857142857
1,4,108,31,83.2258064516129
1,5,106,37,43.78378378378378
1,6,90,17,111.76470588235294
1,7,86,12,140.0
1,8,93,12,203.33333333333334
1,9,106,12,266.6666666666667
1,10,94,8,145.0
1,11,94,10,148.0
1,12,94,5,204.0
1,13,104,8,220.0
1,14,94,2,180.0
1,15,95,2,240.0
1,16,94,1,300.0
1,17,105,3,366.6666666666667
1,18,97,2,200.0
1,19,100,0,0.0
1,20,117,0,0.0
1,21,97,0,0.0
1,22,100,0,0.0
1,23,96,0,0.0
1,24,108,0,0.0
1,25,83,0,0.0
1,26,109,0,0.0
1,27,105,1,140.0
2,3,102,63,57.46031746031746
2,4,91,59,66.77966101694915
2,5,102,71,34.647887323943664
2,6,118,61,101.31147540983606
2,7,108,56,170.0
2,8,102,43,233.95348837209303
2,9,95,42,254.28571428571428
2,10,102,41,186.82926829268294
2,11,100,39,116.41025641025641
2,12,96,33,148.4848484848485
2,13,101,38,137.89473684210526
2,14,103,32,103.75
2,15,87,23,106.95652173913044
2,16,94,22,145.45454545454547
2,17,104,27,157.77777777777777
2,18,90,15,177.33333333333334
2,19,98,14,228.57142857142858
2,20,110,18,197.77777777777777
2,21,106,9,197.77777777777777
2,22,95,12,260.0
2,23,98,6,233.33333333333334
2,24,101,10,288.0
2,25,104,7,271.42857142857144
2,26,84,4,190.0
2,27,89,4,140.0
3,4,110,95,50.73684210526316
3,5,107,49,98.36734693877551
3,6,106,91,133.4065934065934
3,7,99,74,215.67567567567568
3,8,99,61,242.95081967213116
3,9,82,54,261.48148148148147
3,10,91,63,192.06349206349208
3,11,89,68,111.17647058823529
3,12,90,59,139.32203389830508
3,13,95,78,75.38461538461539
3,14,92,83,55.18072289156626
3,15,96,91,23.956043956043956
3,16,86,72,65.0
3,17,105,89,71.68539325842697
3,18,104,69,118.55072463768116
3,19,107,54,187.40740740740742
3,20,104,53,200.37735849056602
3,21,89,33,233.33333333333334
3,22,110,43,259.06976744186045
3,23,106,38,223.1578947368421
3,24,104,31,250.96774193548387
3,25,78,21,221.9047619047619
3,26,106,19,245.26315789473685
3,27,95,48,50.833333333333336
4,5,94,60,30.666666666666668
4,6,108,53,96.22641509433963
4,7,95,29,157.93103448275863
4,8,102,26,212.30769230769232
4,9,106,31,195.48387096774192
4,10,101,28,115.71428571428571
4,11,115,45,34.22222222222222
4,12,101,20,84.0
4,13,98,35,109.14285714285714
4,14,97,32,101.25
4,15,101,24,90.0
4,16,103,18,133.33333333333334
4,17,88,16,127.5
4,18,106,13,140.0
4,19,101,9,175.55555555555554
4,20,97,11,165.45454545454547
4,21,103,5,140.0
4,22,108,4,180.0
4,23,108,6,213.33333333333334
4,24,102,4,200.0
4,25,107,2,260.0
4,26,104,1,220.0
4,27,105,11,78.18181818181819
5,6,108,21,27.61904761904762
5,7,109,8,130.0
5,8,91,3,126.66666666666667
5,9,96,7,162.85714285714286
5,10,104,7,128.57142857142858
5,11,102,9,60.0
5,12,97,7,111.42857142857143
5,13,90,4,150.0
5,14,103,12,166.66666666666666
5,15,107,5,100.0
5,16,97,5,148.0
5,17,96,5,148.0
5,18,88,4,180.0
5,19,102,4,200.0
5,20,108,2,140.0
5,21,95,2,140.0
5,22,96,3,166.66666666666666
