source,target,generated,success,delays
0,1,106,104,25.384615384615383
0,2,102,102,23.137254901960784
0,3,98,93,37.204301075268816
0,4,110,101,58.01980198019802
0,5,92,82,38.048780487804876
0,6,100,91,69.67032967032966
0,7,90,74,107.02702702702703
0,8,100,76,150.0
0,9,104,68,161.1764705882353
0,10,103,68,121.17647058823529
0,11,121,77,97.40259740259741
0,12,89,47,117.02127659574468
0,13,107,50,120.0
0,14,101,47,109.36170212765957
0,15,99,33,104.84848484848484
0,16,104,29,141.3793103448276
0,17,97,29,135.86206896551724
0,18,99,16,145.0
0,19,82,18,182.22222222222223
0,20,101,16,172.5
0,21,104,14,180.0
0,22,113,10,192.0
0,23,87,2,200.0
0,24,113,3,206.66666666666666
0,25,97,2,240.0
0,26,101,2,180.0
0,27,106,3,113.33333333333333
1,2,114,73,29.863013698630137
1,3,99,52,82.3076923076923
1,4,108,56,50.714285714285715
1,5,106,54,29.62962962962963
1,6,90,29,68.27586206896552
1,7,86,26,110.76923076923077
1,8,93,24,138.33333333333334
1,9,106,31,143.8709677419355
1,10,94,19,142.10526315789474
1,11,94,18,91.11111111111111
1,12,94,12,113.33333333333333
1,13,104,9,113.33333333333333
1,14,94,8,95.0
1,15,95,9,113.33333333333333
1,16,94,6,180.0
1,17,105,1,180.0
1,18,97,5,124.0
1,19,100,4,160.0
1,20,117,2,200.0
1,21,97,1,60.0
1,22,100,0,0.0
1,23,96,1,180.0
1,24,108,1,140.0
1,25,83,0,0.0
1,26,109,1,100.0
1,27,105,1,100.0
2,3,102,65,51.38461538461539
2,4,91,56,60.714285714285715
2,5,102,76,30.0
2,6,118,73,56.71232876712329
2,7,108,56,113.57142857142857
2,8,102,44,135.45454545454547
2,9,95,37,152.97297297297297
2,10,102,45,106.22222222222223
2,11,100,44,82.72727272727273
2,12,96,35,119.42857142857143
2,13,101,33,86.66666666666667
2,14,103,34,85.88235294117646
2,15,87,25,72.8
2,16,94,21,100.0
2,17,104,19,89.47368421052632
2,18,90,17,125.88235294117646
2,19,98,11,154.54545454545453
2,20,110,13,140.0
2,21,106,4,110.0
2,22,95,4,170.0
2,23,98,6,166.66666666666666
2,24,101,4,180.0
2,25,104,4,190.0
2,26,84,3,193.33333333333334
2,27,89,1,20.0
3,4,110,95,56.21052631578947
3,5,107,40,94.0
3,6,106,81,103.95061728395062
3,7,99,66,160.0
3,8,99,60,171.33333333333334
3,9,82,56,180.0
3,10,91,65,138.15384615384616
3,11,89,62,78.70967741935483
3,12,90,62,120.64516129032258
3,13,95,74,65.94594594594595
3,14,92,72,60.55555555555556
3,15,96,68,47.64705882352941
3,16,86,63,42.22222222222222
3,17,105,73,55.61643835616438
3,18,104,40,101.0
3,19,107,40,137.0
3,20,104,29,140.0
3,21,89,18,168.88888888888889
3,22,110,12,186.66666666666666
3,23,106,14,177.14285714285714
3,24,104,7,191.42857142857142
3,25,78,5,180.0
3,26,106,7,208.57142857142858
3,27,95,31,50.96774193548387
4,5,94,46,29.565217391304348
4,6,108,52,77.6923076923077
4,7,95,38,116.84210526315789
4,8,102,29,153.79310344827587
4,9,106,34,144.7058823529412
4,10,101,36,97.77777777777777
4,11,115,46,46.08695652173913
4,12,101,21,75.23809523809524
4,13,98,33,81.81818181818181
4,14,97,33,68.48484848484848
4,15,101,32,68.75
4,16,103,17,100.0
4,17,88,6,60.0
4,18,106,9,82.22222222222223
4,19,101,13,130.76923076923077
4,20,97,4,120.0
4,21,103,5,108.0
4,22,108,4,130.0
4,23,108,1,140.0
4,24,102,1,220.0
4,25,107,1,140.0
4,26,104,0,0.0
4,27,105,11,49.09090909090909
5,6,108,18,55.55555555555556
5,7,109,9,60.0
5,8,91,11,96.36363636363636
5,9,96,5,140.0
5,10,104,8,105.0
5,11,102,6,33.333333333333336
5,12,97,5,100.0
5,13,90,9,95.55555555555556
5,14,103,3,113.33333333333333
5,15,107,0,0.0
5,16,97,1,100.0
5,17,96,2,140.0
5,18,88,2,200.0
5,19,102,1,180.0
5,20,108,0,0.0
5,21,95,0,0.0
5,22,96,0,0.0
5,23,100,1,100.0
5,24,102,0,0.0
5,25,100,0,0.0
5,26,91,0,0.0
5,27,103,1,60.0
6,7,100,69,57.68115942028985
6,8,106,54,78.51851851851852
6,9,109,58,80.6896551724138
6,10,96,70,63.42857142857143
6,11,95,59,36.94915254237288
6,12,97,54,65.92592592592592
6,13,103,33,90.3030303030303
6,14,97,18,153.33333333333334
6,15,104,8,140.0
6,16,96,5,140.0
6,17,103,7,174.28571428571428
6,18,103,38,98.94736842105263
6,19,99,32,121.25
6,20,113,37,102.16216216216216
6,21,101,31,101.29032258064517
6,22,103,28,94.28571428571429
6,23,95,16,140.0
6,24,103,7,151.42857142857142
6,25,90,9,153.33333333333334
6,26,103,15,76.0
6,27,107,13,78.46153846153847
7,8,110,75,23.733333333333334
7,9,96,45,33.333333333333336
7,10,104,36,72.22222222222223
7,11,100,20,88.0
7,12,106,24,131.66666666666666
7,13,102,12,183.33333333333334
7,14,109,4,260.0
7,15,101,2,320.0
7,16,107,0,0.0
7,17,107,0,0.0
7,18,98,9,140.0
7,19,104,14,160.0
7,20,102,11,125.45454545454545
7,21,112,11,107.27272727272727
7,22,92,7,122.85714285714286
7,23,98,4,120.0
7,24,107,3,86.66666666666667
7,25,118,1,140.0
7,26,104,8,65.0
7,27,107,0,0.0
8,9,96,63,25.07936507936508
8,10,89,19,76.84210526315789
8,11,99,9,131.11111111111111
8,12,103,17,118.82352941176471
8,13,106,8,170.0
8,14,99,1,260.0
8,15,105,0,0.0
8,16,110,0,0.0
8,17,104,0,0.0
8,18,100,7,168.57142857142858
8,19,100,13,140.0
8,20,111,7,111.42857142857143
8,21,98,4,90.0
8,22,111,3,60.0
8,23,95,1,140.0
8,24,112,3,126.66666666666667
8,25,90,2,160.0
8,26,96,9,37.77777777777778
8,27,111,0,0.0
9,10,103,35,71.42857142857143
9,11,89,10,132.0
9,12,94,27,97.03703703703704
9,13,93,7,174.28571428571428
9,14,99,1,220.0
9,15,90,1,220.0
9,16,99,1,260.0
9,17,92,1,220.0
9,18,104,14,137.14285714285714
9,19,94,15,116.0
9,20,99,19,91.57894736842105
9,21,97,13,93.84615384615384
9,22,103,15,38.666666666666664
9,23,104,8,95.0
9,24,103,8,110.0
9,25,110,4,130.0
9,26,108,18,31.11111111111111
9,27,106,0,0.0
10,11,107,42,89.52380952380952
10,12,97,76,73.15789473684211
10,13,110,32,128.75
10,14,99,12,183.33333333333334
10,15,91,3,246.66666666666666
10,16,91,2,240.0
10,17,106,4,180.0
10,18,86,42,91.42857142857143
10,19,96,52,109.23076923076923
10,20,99,60,64.0
10,21,107,68,41.76470588235294
