source,target,generated,success,delays
0,1,65,64,34.375
0,2,64,63,28.88888888888889
0,3,63,61,61.967213114754095
0,4,68,65,80.3076923076923
0,5,77,72,48.333333333333336
0,6,56,53,81.88679245283019
0,7,56,48,130.0
0,8,53,43,151.1627906976744
0,9,67,57,160.35087719298247
0,10,56,53,146.79245283018867
0,11,55,43,103.72093023255815
0,12,59,44,132.72727272727272
0,13,64,50,114.4
0,14,61,47,114.46808510638297
0,15,63,47,107.65957446808511
0,16,61,41,128.29268292682926
0,17,61,38,135.78947368421052
0,18,61,40,149.0
0,19,61,44,199.0909090909091
0,20,61,34,160.0
0,21,62,31,170.96774193548387
0,22,56,22,189.0909090909091
0,23,67,31,185.16129032258064
0,24,56,20,222.0
0,25,59,25,216.8
0,26,59,25,160.8
0,27,65,22,118.18181818181819
1,2,54,44,35.45454545454545
1,3,66,47,88.93617021276596
1,4,58,43,55.348837209302324
1,5,61,48,31.666666666666668
1,6,67,38,66.3157894736842
1,7,53,26,135.3846153846154
1,8,62,32,157.5
1,9,70,26,163.07692307692307
1,10,64,19,152.6315789473684
1,11,60,18,88.88888888888889
1,12,60,22,114.54545454545455
1,13,58,26,115.38461538461539
1,14,54,16,157.5
1,15,48,10,108.0
1,16,59,17,147.05882352941177
1,17,60,11,132.72727272727272
1,18,57,15,150.66666666666666
1,19,68,8,195.0
1,20,53,9,153.33333333333334
1,21,53,2,180.0
1,22,59,8,155.0
1,23,74,9,197.77777777777777
1,24,56,2,100.0
1,25,51,2,180.0
1,26,66,2,180.0
1,27,60,2,80.0
2,3,66,43,55.348837209302324
2,4,71,46,59.130434782608695
2,5,67,47,30.21276595744681
2,6,58,34,82.3529411764706
2,7,53,17,163.52941176470588
2,8,52,28,140.0
2,9,48,16,162.5
2,10,51,19,154.73684210526315
2,11,64,32,87.5
2,12,62,28,122.85714285714286
2,13,53,21,103.80952380952381
2,14,78,32,90.0
2,15,66,19,62.10526315789474
2,16,62,22,105.45454545454545
2,17,66,15,92.0
2,18,70,17,123.52941176470588
2,19,66,19,156.8421052631579
2,20,72,15,145.33333333333334
