source,target,generated,success,delays
0,1,106,106,24.528301886792452
0,2,102,101,32.67326732673267
0,3,98,93,61.29032258064516
0,4,110,105,72.57142857142857
0,5,92,84,50.95238095238095
0,6,100,90,80.0
0,7,90,78,121.53846153846153
0,8,100,71,142.81690140845072
0,9,104,76,171.57894736842104
0,10,103,75,146.93333333333334
0,11,121,90,106.22222222222223
0,12,89,54,137.03703703703704
0,13,107,54,128.88888888888889
0,14,101,41,117.5609756097561
0,15,99,37,104.32432432432432
0,16,104,24,145.0
0,17,97,26,141.53846153846155
0,18,99,22,158.1818181818182
0,19,82,9,233.33333333333334
0,20,101,12,186.66666666666666
0,21,104,8,185.0
0,22,113,10,184.0
0,23,87,7,202.85714285714286
0,24,113,7,214.28571428571428
0,25,97,3,193.33333333333334
0,26,101,3,166.66666666666666
0,27,106,3,166.66666666666666
1,2,114,83,39.75903614457831
1,3,99,50,83.2
1,4,108,48,48.333333333333336
1,5,106,50,32.0
1,6,90,28,64.28571428571429
1,7,86,23,103.47826086956522
1,8,93,20,132.0
1,9,106,22,178.1818181818182
1,10,94,15,156.0
1,11,94,15,78.66666666666667
1,12,94,9,126.66666666666667
1,13,104,11,125.45454545454545
1,14,94,4,160.0
1,15,95,4,90.0
1,16,94,2,160.0
1,17,105,3,166.66666666666666
1,18,97,2,120.0
1,19,100,1,260.0
1,20,117,1,180.0
1,21,97,1,100.0
1,22,100,0,0.0
1,23,96,0,0.0
1,24,108,0,0.0
1,25,83,0,0.0
1,26,109,0,0.0
1,27,105,0,0.0
2,3,102,72,59.44444444444444
2,4,91,67,61.19402985074627
2,5,102,78,28.205128205128204
2,6,118,72,67.77777777777777
2,7,108,56,125.0
2,8,102,39,181.02564102564102
2,9,95,43,181.86046511627907
2,10,102,51,143.13725490196077
2,11,100,35,100.0
2,12,96,29,120.6896551724138
2,13,101,30,98.66666666666667
2,14,103,35,66.85714285714286
2,15,87,22,76.36363636363636
2,16,94,20,112.0
2,17,104,15,108.0
2,18,90,7,128.57142857142858
2,19,98,14,174.28571428571428
2,20,110,10,160.0
2,21,106,10,200.0
2,22,95,6,173.33333333333334
2,23,98,2,140.0
2,24,101,2,180.0
2,25,104,2,140.0
2,26,84,1,220.0
2,27,89,3,100.0
3,4,110,100,38.0
3,5,107,49,82.85714285714286
3,6,106,79,90.88607594936708
3,7,99,67,136.4179104477612
3,8,99,55,177.8181818181818
3,9,82,47,183.40425531914894
3,10,91,57,154.73684210526315
3,11,89,56,76.42857142857143
3,12,90,54,108.14814814814815
3,13,95,64,67.5
3,14,92,65,48.92307692307692
3,15,96,67,36.11940298507463
3,16,86,59,48.47457627118644
3,17,105,67,54.02985074626866
3,18,104,33,83.03030303030303
3,19,107,44,156.36363636363637
3,20,104,27,140.0
3,21,89,16,180.0
3,22,110,14,208.57142857142858
3,23,106,17,168.23529411764707
3,24,104,12,223.33333333333334
3,25,78,5,212.0
3,26,106,8,220.0
3,27,95,25,58.4
4,5,94,43,33.95348837209303
4,6,108,65,71.07692307692308
4,7,95,31,134.83870967741936
4,8,102,32,157.5
4,9,106,28,144.28571428571428
4,10,101,39,116.41025641025641
4,11,115,53,49.43396226415094
4,12,101,28,78.57142857142857
4,13,98,30,78.66666666666667
4,14,97,30,70.66666666666667
4,15,101,21,52.38095238095238
4,16,103,21,92.38095238095238
4,17,88,8,65.0
4,18,106,16,92.5
4,19,101,4,120.0
4,20,97,3,60.0
4,21,103,0,0.0
4,22,108,1,180.0
4,23,108,4,100.0
4,24,102,1,180.0
4,25,107,1,180.0
4,26,104,1,140.0
4,27,105,8,55.0
5,6,108,22,34.54545454545455
5,7,109,10,96.0
5,8,91,4,70.0
5,9,96,4,100.0
5,10,104,6,40.0
5,11,102,5,68.0
5,12,97,2,160.0
5,13,90,2,140.0
5,14,103,4,100.0
5,15,107,1,220.0
5,16,97,3,100.0
5,17,96,0,0.0
5,18,88,0,0.0
5,19,102,3,140.0
5,20,108,0,0.0
5,21,95,0,0.0
5,22,96,0,0.0
5,23,100,1,180.0
5,24,102,0,0.0
5,25,100,0,0.0
5,26,91,0,0.0
5,27,103,1,20.0
6,7,100,72,43.888888888888886
6,8,106,67,71.34328358208955
6,9,109,59,76.27118644067797
6,10,96,67,42.6865671641791
6,11,95,56,45.0
6,12,97,55,68.72727272727273
6,13,103,44,115.45454545454545
6,14,97,16,135.0
6,15,104,12,166.66666666666666
6,16,96,13,229.23076923076923
6,17,103,8,185.0
6,18,103,39,108.2051282051282
6,19,99,31,133.5483870967742
6,20,113,38,88.42105263157895
6,21,101,26,98.46153846153847
6,22,103,17,95.29411764705883
6,23,95,14,120.0
6,24,103,13,118.46153846153847
6,25,90,9,100.0
6,26,103,12,73.33333333333333
6,27,107,7,117.14285714285714
7,8,110,90,30.22222222222222
7,9,96,67,25.970149253731343
7,10,104,48,80.0
7,11,100,23,117.3913043478261
7,12,106,33,126.66666666666667
7,13,102,13,161.53846153846155
7,14,109,5,244.0
7,15,101,1,300.0
7,16,107,4,250.0
7,17,107,1,260.0
7,18,98,19,161.05263157894737
7,19,104,14,160.0
7,20,102,13,140.0
7,21,112,10,124.0
7,22,92,6,113.33333333333333
7,23,98,5,148.0
7,24,107,1,180.0
7,25,118,2,220.0
7,26,104,7,60.0
7,27,107,2,20.0
8,9,96,66,29.09090909090909
8,10,89,19,78.94736842105263
8,11,99,13,136.92307692307693
8,12,103,15,124.0
8,13,106,6,200.0
8,14,99,1,220.0
8,15,105,0,0.0
8,16,110,1,220.0
