source,target,generated,success,delays
0,1,65,62,32.25806451612903
0,2,64,63,32.06349206349206
0,3,63,61,76.39344262295081
0,4,68,62,73.54838709677419
0,5,77,71,48.732394366197184
0,6,56,54,78.51851851851852
0,7,56,47,124.68085106382979
0,8,53,46,156.52173913043478
0,9,67,59,160.33898305084745
0,10,56,47,136.59574468085106
0,11,55,43,92.55813953488372
0,12,59,45,132.88888888888889
0,13,64,49,107.34693877551021
0,14,61,43,107.44186046511628
0,15,63,48,104.16666666666667
0,16,61,39,126.66666666666667
0,17,61,42,134.28571428571428
0,18,61,33,161.8181818181818
0,19,61,34,183.52941176470588
0,20,61,31,152.90322580645162
0,21,62,31,165.80645161290323
0,22,56,25,160.8
0,23,67,34,185.88235294117646
0,24,56,21,206.66666666666666
0,25,59,21,223.8095238095238
0,26,59,25,170.4
0,27,65,27,128.14814814814815
1,2,54,32,41.25
1,3,66,40,92.0
1,4,58,35,50.857142857142854
1,5,61,31,35.483870967741936
1,6,67,36,75.55555555555556
1,7,53,18,97.77777777777777
1,8,62,25,156.0
1,9,70,21,162.85714285714286
1,10,64,23,141.7391304347826
1,11,60,23,100.0
1,12,60,21,122.85714285714286
1,13,58,26,124.61538461538461
1,14,54,14,120.0
1,15,48,13,143.07692307692307
1,16,59,12,126.66666666666667
1,17,60,8,125.0
1,18,57,12,166.66666666666666
1,19,68,8,185.0
1,20,53,4,190.0
1,21,53,5,172.0
1,22,59,13,183.07692307692307
1,23,74,5,180.0
1,24,56,2,180.0
1,25,51,2,260.0
1,26,66,4,180.0
1,27,60,4,110.0
2,3,66,45,47.55555555555556
2,4,71,48,55.833333333333336
2,5,67,55,28.0
2,6,58,41,62.926829268292686
2,7,53,28,98.57142857142857
2,8,52,26,150.76923076923077
2,9,48,28,181.42857142857142
2,10,51,23,126.08695652173913
2,11,64,35,90.85714285714286
2,12,62,31,97.41935483870968
2,13,53,23,89.56521739130434
2,14,78,28,82.85714285714286
2,15,66,27,49.629629629629626
2,16,62,20,116.0
2,17,66,22,103.63636363636364
2,18,70,18,135.55555555555554
2,19,66,21,157.14285714285714
2,20,72,22,167.27272727272728
2,21,50,9,162.22222222222223
2,22,72,16,165.0
2,23,70,22,167.27272727272728
2,24,63,10,232.0
2,25,54,5,180.0
2,26,68,6,153.33333333333334
2,27,59,12,86.66666666666667
3,4,62,58,48.96551724137931
3,5,52,25,68.0
3,6,60,52,102.3076923076923
3,7,62,50,140.8
3,8,54,48,164.16666666666666
3,9,57,42,184.76190476190476
3,10,68,54,132.59259259259258
3,11,56,42,75.23809523809524
3,12,55,40,123.0
3,13,65,55,54.90909090909091
3,14,48,45,52.888888888888886
3,15,67,54,34.81481481481482
3,16,59,46,42.608695652173914
3,17,64,54,51.111111111111114
3,18,57,36,95.55555555555556
3,19,62,36,151.11111111111111
3,20,54,28,152.85714285714286
3,21,65,33,150.9090909090909
3,22,58,28,171.42857142857142
3,23,58,26,175.3846153846154
3,24,64,26,175.3846153846154
3,25,67,26,195.3846153846154
3,26,50,19,186.31578947368422
3,27,58,37,50.270270270270274
4,5,60,29,32.41379310344828
