source,target,generated,success,delays
0,1,106,106,27.169811320754718
0,2,102,101,22.77227722772277
0,3,98,94,41.702127659574465
0,4,110,103,66.2135922330097
0,5,92,79,39.74683544303797
0,6,100,84,72.85714285714286
0,7,90,74,121.08108108108108
0,8,100,72,141.11111111111111
0,9,104,71,153.5211267605634
0,10,103,72,121.66666666666667
0,11,121,80,100.5
0,12,89,55,132.72727272727272
0,13,107,50,115.2
0,14,101,48,107.5
0,15,99,36,108.88888888888889
0,16,104,33,153.33333333333334
0,17,97,28,144.28571428571428
0,18,99,19,150.52631578947367
0,19,82,12,186.66666666666666
0,20,101,16,172.5
0,21,104,11,187.27272727272728
0,22,113,9,206.66666666666666
0,23,87,5,180.0
0,24,113,5,236.0
0,25,97,5,204.0
0,26,101,2,120.0
0,27,106,3,113.33333333333333
1,2,114,75,42.93333333333333
1,3,99,50,88.8
1,4,108,47,52.340425531914896
1,5,106,56,35.714285714285715
1,6,90,27,67.4074074074074
1,7,86,26,84.61538461538461
1,8,93,20,130.0
1,9,106,20,160.0
1,10,94,19,127.36842105263158
1,11,94,16,102.5
1,12,94,11,121.81818181818181
1,13,104,10,116.0
1,14,94,8,110.0
1,15,95,5,148.0
1,16,94,5,132.0
1,17,105,4,110.0
1,18,97,6,140.0
1,19,100,3,166.66666666666666
1,20,117,3,166.66666666666666
1,21,97,6,200.0
1,22,100,1,260.0
1,23,96,0,0.0
1,24,108,0,0.0
1,25,83,0,0.0
1,26,109,0,0.0
1,27,105,1,180.0
2,3,102,71,50.42253521126761
2,4,91,57,61.40350877192982
2,5,102,80,29.5
2,6,118,55,77.45454545454545
2,7,108,39,133.84615384615384
2,8,102,38,148.42105263157896
2,9,95,35,169.71428571428572
2,10,102,36,125.55555555555556
2,11,100,38,88.42105263157895
2,12,96,32,118.75
2,13,101,29,77.93103448275862
2,14,103,26,69.23076923076923
2,15,87,15,76.0
2,16,94,19,87.36842105263158
2,17,104,18,91.11111111111111
2,18,90,17,128.23529411764707
2,19,98,11,172.72727272727272
2,20,110,5,116.0
2,21,106,11,194.54545454545453
2,22,95,3,126.66666666666667
2,23,98,2,120.0
2,24,101,4,170.0
2,25,104,1,180.0
2,26,84,4,160.0
2,27,89,2,100.0
3,4,110,95,50.31578947368421
3,5,107,41,90.2439024390244
3,6,106,85,100.94117647058823
3,7,99,59,146.10169491525423
3,8,99,58,183.44827586206895
3,9,82,42,162.85714285714286
3,10,91,58,141.3793103448276
3,11,89,66,89.0909090909091
3,12,90,52,106.15384615384616
3,13,95,66,64.84848484848484
3,14,92,69,61.15942028985507
3,15,96,69,33.333333333333336
3,16,86,53,53.20754716981132
