source,target,generated,success,delays
0,1,106,101,23.96039603960396
0,2,102,100,21.6
0,3,98,96,45.416666666666664
0,4,110,106,60.75471698113208
0,5,92,86,46.97674418604651
0,6,100,88,67.27272727272727
0,7,90,72,101.66666666666667
0,8,100,73,141.0958904109589
0,9,104,77,149.87012987012986
0,10,103,69,121.44927536231884
0,11,121,77,102.59740259740259
0,12,89,46,123.47826086956522
0,13,107,42,126.66666666666667
0,14,101,45,116.0
0,15,99,42,110.47619047619048
0,16,104,25,151.2
0,17,97,26,150.76923076923077
0,18,99,24,136.66666666666666
0,19,82,15,174.66666666666666
0,20,101,21,157.14285714285714
0,21,104,9,197.77777777777777
0,22,113,14,194.28571428571428
0,23,87,5,196.0
0,24,113,7,214.28571428571428
0,25,97,6,246.66666666666666
0,26,101,1,220.0
0,27,106,3,126.66666666666667
1,2,114,81,37.28395061728395
1,3,99,56,74.28571428571429
1,4,108,57,48.771929824561404
1,5,106,64,32.5
1,6,90,37,60.0
1,7,86,32,95.0
1,8,93,23,148.69565217391303
1,9,106,37,155.13513513513513
1,10,94,17,118.82352941176471
1,11,94,19,66.3157894736842
1,12,94,14,111.42857142857143
1,13,104,19,118.94736842105263
1,14,94,11,132.72727272727272
1,15,95,15,105.33333333333333
1,16,94,8,175.0
1,17,105,6,153.33333333333334
1,18,97,2,120.0
1,19,100,6,140.0
1,20,117,5,92.0
1,21,97,2,240.0
1,22,100,0,0.0
1,23,96,0,0.0
1,24,108,1,60.0
1,25,83,0,0.0
1,26,109,1,100.0
1,27,105,1,180.0
2,3,102,62,61.935483870967744
2,4,91,53,62.264150943396224
2,5,102,81,26.419753086419753
2,6,118,57,74.03508771929825
2,7,108,46,125.21739130434783
2,8,102,34,150.58823529411765
2,9,95,31,159.3548387096774
2,10,102,28,122.85714285714286
2,11,100,34,98.82352941176471
2,12,96,20,124.0
2,13,101,27,92.5925925925926
2,14,103,22,89.0909090909091
2,15,87,16,67.5
2,16,94,19,87.36842105263158
2,17,104,17,130.58823529411765
2,18,90,8,120.0
2,19,98,12,130.0
2,20,110,11,161.8181818181818
2,21,106,6,173.33333333333334
2,22,95,4,200.0
2,23,98,4,140.0
2,24,101,3,166.66666666666666
2,25,104,2,200.0
2,26,84,0,0.0
2,27,89,2,140.0
3,4,110,93,51.39784946236559
3,5,107,44,96.36363636363636
3,6,106,87,102.29885057471265
3,7,99,66,149.0909090909091
3,8,99,62,172.25806451612902
3,9,82,48,188.33333333333334
3,10,91,61,132.13114754098362
3,11,89,64,91.25
3,12,90,57,108.42105263157895
3,13,95,72,61.666666666666664
3,14,92,71,57.74647887323944
3,15,96,74,41.62162162162162
3,16,86,62,45.806451612903224
3,17,105,63,46.03174603174603
3,18,104,41,94.14634146341463
3,19,107,38,137.89473684210526
3,20,104,29,145.51724137931035
3,21,89,17,163.52941176470588
3,22,110,21,172.38095238095238
3,23,106,15,177.33333333333334
3,24,104,10,156.0
3,25,78,8,180.0
3,26,106,4,140.0
3,27,95,25,31.2
4,5,94,34,31.764705882352942
4,6,108,62,79.35483870967742
4,7,95,33,129.0909090909091
4,8,102,30,156.0
4,9,106,26,175.3846153846154
4,10,101,35,125.14285714285714
4,11,115,50,46.4
4,12,101,33,90.3030303030303
4,13,98,32,68.75
4,14,97,39,68.2051282051282
4,15,101,23,77.3913043478261
4,16,103,18,80.0
4,17,88,13,100.0
4,18,106,11,92.72727272727273
4,19,101,9,117.77777777777777
4,20,97,4,70.0
4,21,103,4,110.0
4,22,108,4,130.0
4,23,108,5,148.0
4,24,102,3,166.66666666666666
4,25,107,3,140.0
4,26,104,1,140.0
4,27,105,7,54.285714285714285
5,6,108,24,45.0
5,7,109,20,42.0
5,8,91,11,78.18181818181819
5,9,96,6,126.66666666666667
5,10,104,9,82.22222222222223
5,11,102,15,62.666666666666664
5,12,97,3,86.66666666666667
5,13,90,4,110.0
5,14,103,1,180.0
5,15,107,2,60.0
5,16,97,2,80.0
5,17,96,0,0.0
5,18,88,2,100.0
5,19,102,1,300.0
5,20,108,0,0.0
5,21,95,0,0.0
5,22,96,0,0.0
5,23,100,0,0.0
5,24,102,0,0.0
5,25,100,0,0.0
5,26,91,0,0.0
5,27,103,0,0.0
6,7,100,67,53.43283582089552
6,8,106,58,80.0
6,9,109,55,80.36363636363636
6,10,96,58,57.241379310344826
6,11,95,56,52.142857142857146
6,12,97,61,69.18032786885246
6,13,103,40,92.0
6,14,97,19,135.78947368421052
6,15,104,13,180.0
6,16,96,4,210.0
6,17,103,4,140.0
6,18,103,38,104.21052631578948
6,19,99,33,104.84848484848484
6,20,113,41,90.2439024390244
6,21,101,29,83.44827586206897
6,22,103,22,92.72727272727273
6,23,95,15,132.0
6,24,103,12,120.0
6,25,90,10,144.0
6,26,103,9,82.22222222222223
6,27,107,5,28.0
7,8,110,83,28.674698795180724
7,9,96,59,21.35593220338983
7,10,104,41,72.6829268292683
7,11,100,18,95.55555555555556
7,12,106,26,126.15384615384616
7,13,102,11,180.0
7,14,109,4,210.0
7,15,101,1,260.0
7,16,107,0,0.0
7,17,107,0,0.0
7,18,98,17,158.8235294117647
7,19,104,12,170.0
7,20,102,6,120.0
7,21,112,10,128.0
7,22,92,6,86.66666666666667
7,23,98,2,140.0
7,24,107,3,126.66666666666667
7,25,118,8,180.0
7,26,104,10,64.0
7,27,107,1,180.0
8,9,96,76,21.57894736842105
8,10,89,24,73.33333333333333
8,11,99,11,121.81818181818181
8,12,103,20,134.0
8,13,106,8,135.0
8,14,99,3,180.0
8,15,105,3,246.66666666666666
8,16,110,0,0.0
8,17,104,0,0.0
8,18,100,10,140.0
8,19,100,13,149.23076923076923
8,20,111,13,112.3076923076923
8,21,98,9,122.22222222222223
8,22,111,10,56.0
8,23,95,3,126.66666666666667
8,24,112,6,113.33333333333333
8,25,90,2,180.0
8,26,96,15,30.666666666666668
8,27,111,0,0.0
9,10,103,21,46.666666666666664
9,11,89,8,135.0
9,12,94,16,97.5
9,13,93,8,150.0
9,14,99,4,180.0
9,15,90,1,300.0
9,16,99,2,300.0
9,17,92,2,300.0
9,18,104,9,131.11111111111111
9,19,94,9,117.77777777777777
9,20,99,6,93.33333333333333
9,21,97,7,60.0
9,22,103,9,24.444444444444443
9,23,104,4,110.0
9,24,103,5,100.0
9,25,110,2,140.0
9,26,108,19,32.63157894736842
9,27,106,0,0.0
10,11,107,37,102.16216216216216
10,12,97,72,70.0
10,13,110,36,132.22222222222223
10,14,99,12,163.33333333333334
10,15,91,7,197.14285714285714
10,16,91,5,180.0
10,17,106,9,197.77777777777777
10,18,86,38,96.84210526315789
10,19,96,58,101.37931034482759
10,20,99,70,68.57142857142857
10,21,107,63,40.95238095238095
10,22,96,49,48.57142857142857
10,23,82,33,87.87878787878788
10,24,120,39,92.82051282051282
10,25,105,30,96.0
10,26,100,41,34.63414634146341
10,27,100,8,130.0
11,12,96,38,44.21052631578947
11,13,94,29,39.310344827586206
11,14,96,23,84.34782608695652
11,15,104,11,96.36363636363636
11,16,103,14,122.85714285714286
11,17,102,8,105.0
11,18,110,26,63.07692307692308
11,19,106,15,110.66666666666667
11,20,101,16,32.5
11,21,95,8,90.0
11,22,88,8,95.0
11,23,107,5,124.0
11,24,109,2,100.0
