source,target,generated,success,delays
0,1,106,104,29.615384615384617
0,2,102,102,29.019607843137255
0,3,98,93,48.81720430107527
0,4,110,101,74.25742574257426
0,5,92,81,44.69135802469136
0,6,100,89,83.82022471910112
0,7,90,72,121.66666666666667
0,8,100,74,165.40540540540542
0,9,104,68,174.11764705882354
0,10,103,68,141.1764705882353
0,11,121,75,105.86666666666666
0,12,89,47,127.23404255319149
0,13,107,52,128.46153846153845
0,14,101,47,124.68085106382979
0,15,99,33,119.39393939393939
0,16,104,28,130.0
0,17,97,27,132.59259259259258
0,18,99,18,142.22222222222223
0,19,82,18,220.0
0,20,101,17,161.1764705882353
0,21,104,14,182.85714285714286
0,22,113,11,183.63636363636363
0,23,87,2,240.0
0,24,113,4,200.0
0,25,97,3,233.33333333333334
0,26,101,2,220.0
0,27,106,3,100.0
1,2,114,75,34.93333333333333
1,3,99,52,96.92307692307692
1,4,108,53,54.716981132075475
1,5,106,52,25.384615384615383
1,6,90,28,68.57142857142857
1,7,86,28,121.42857142857143
1,8,93,22,149.0909090909091
1,9,106,26,147.69230769230768
1,10,94,17,158.8235294117647
1,11,94,17,104.70588235294117
1,12,94,9,108.88888888888889
1,13,104,9,140.0
1,14,94,7,105.71428571428571
1,15,95,9,104.44444444444444
1,16,94,3,180.0
1,17,105,2,160.0
1,18,97,4,150.0
1,19,100,3,153.33333333333334
1,20,117,2,200.0
1,21,97,1,60.0
1,22,100,0,0.0
1,23,96,1,300.0
1,24,108,1,260.0
1,25,83,0,0.0
1,26,109,1,100.0
1,27,105,1,60.0
2,3,102,63,54.92063492063492
2,4,91,53,60.0
2,5,102,75,31.2
2,6,118,74,63.24324324324324
2,7,108,53,124.15094339622641
2,8,102,46,158.2608695652174
2,9,95,36,174.44444444444446
2,10,102,43,116.74418604651163
2,11,100,43,89.76744186046511
2,12,96,34,124.70588235294117
2,13,101,29,91.72413793103448
2,14,103,30,74.66666666666667
2,15,87,23,77.3913043478261
2,16,94,21,94.28571428571429
2,17,104,18,93.33333333333333
2,18,90,15,124.0
2,19,98,12,160.0
2,20,110,13,173.84615384615384
2,21,106,4,150.0
2,22,95,6,200.0
2,23,98,4,150.0
2,24,101,3,193.33333333333334
2,25,104,3,206.66666666666666
2,26,84,3,206.66666666666666
2,27,89,2,40.0
3,4,110,97,49.27835051546392
3,5,107,48,98.33333333333333
3,6,106,80,113.5
3,7,99,64,190.625
3,8,99,55,186.54545454545453
3,9,82,55,195.27272727272728
3,10,91,65,155.3846153846154
3,11,89,59,87.11864406779661
3,12,90,56,125.71428571428571
3,13,95,73,69.31506849315069
3,14,92,70,57.714285714285715
3,15,96,76,39.473684210526315
3,16,86,65,45.84615384615385
3,17,105,75,49.333333333333336
3,18,104,40,100.0
3,19,107,32,152.5
3,20,104,31,147.74193548387098
3,21,89,17,184.7058823529412
3,22,110,12,176.66666666666666
