source,target,generated,success,delays
0,1,106,104,108.07692307692308
0,2,102,99,177.77777777777777
0,3,98,88,327.5
0,4,110,104,382.11538461538464
0,5,92,84,302.85714285714283
0,6,100,87,454.71264367816093
0,7,90,80,642.5
0,8,100,90,864.0
0,9,104,80,1023.0
0,10,103,83,634.2168674698795
0,11,121,94,540.2127659574468
0,12,89,63,704.4444444444445
0,13,107,71,675.4929577464789
0,14,101,65,560.0
0,15,99,49,640.8163265306123
0,16,104,42,890.4761904761905
0,17,97,47,821.7021276595744
0,18,99,46,795.6521739130435
0,19,82,29,992.4137931034483
0,20,101,41,810.2439024390244
0,21,104,33,840.0
0,22,113,37,1020.0
0,23,87,20,991.0
0,24,113,21,1083.8095238095239
0,25,97,17,1310.5882352941176
0,26,101,15,1013.3333333333334
0,27,106,12,620.0
1,2,114,43,327.90697674418607
1,3,99,19,523.1578947368421
1,4,108,16,392.5
1,5,106,36,225.0
1,6,90,15,610.6666666666666
1,7,86,10,630.0
1,8,93,3,746.6666666666666
1,9,106,8,1205.0
1,10,94,7,702.8571428571429
1,11,94,8,507.5
1,12,94,5,676.0
1,13,104,8,692.5
1,14,94,2,890.0
1,15,95,4,780.0
1,16,94,2,780.0
1,17,105,3,860.0
1,18,97,1,880.0
1,19,100,1,960.0
1,20,117,0,0.0
1,21,97,0,0.0
1,22,100,0,0.0
1,23,96,0,0.0
1,24,108,0,0.0
1,25,83,0,0.0
1,26,109,0,0.0
1,27,105,0,0.0
2,3,102,61,166.2295081967213
2,4,91,56,263.2142857142857
2,5,102,61,183.27868852459017
2,6,118,66,420.3030303030303
2,7,108,48,660.8333333333334
2,8,102,42,880.0
2,9,95,43,1028.3720930232557
2,10,102,37,619.4594594594595
2,11,100,39,398.97435897435895
2,12,96,32,521.875
2,13,101,38,410.0
2,14,103,33,380.6060606060606
2,15,87,27,355.55555555555554
2,16,94,28,519.2857142857143
2,17,104,27,474.0740740740741
2,18,90,19,568.421052631579
2,19,98,18,713.3333333333334
2,20,110,20,627.0
2,21,106,9,613.3333333333334
2,22,95,11,943.6363636363636
2,23,98,8,732.5
2,24,101,12,938.3333333333334
2,25,104,11,1078.1818181818182
2,26,84,1,760.0
2,27,89,2,340.0
3,4,110,96,161.45833333333334
3,5,107,48,360.8333333333333
3,6,106,86,481.16279069767444
3,7,99,72,746.1111111111111
3,8,99,70,946.5714285714286
3,9,82,56,1063.5714285714287
3,10,91,68,667.3529411764706
3,11,89,69,438.2608695652174
3,12,90,62,531.2903225806451
3,13,95,82,307.8048780487805
3,14,92,90,256.0
3,15,96,96,160.0
3,16,86,86,360.0
3,17,105,104,350.7692307692308
3,18,104,65,444.61538461538464
3,19,107,55,710.9090909090909
3,20,104,50,702.8
3,21,89,32,790.0
3,22,110,45,996.8888888888889
3,23,106,38,760.5263157894736
